CustomerID,Date,Product
16212,14/03/23,Dairy Products
35707,22/12/23,Alcoholic Beverages
22463,01/07/23,Meat Products
40376,03/11/23,Fruits
33250,14/04/23,Alcoholic Beverages
39935,29/09/23,Dairy Products
23625,12/04/23,Meat Products
33593,05/05/23,Dairy Products
40698,12/05/23,Vegetables
17682,01/07/23,Vegetables
34839,08/07/23,Fruits
39823,21/09/23,Pastries
14966,10/12/23,Cooking Ingredients
17794,30/09/23,Foods
28350,31/01/23,Snacks/Sweets
33831,13/12/23,Vegetables
16765,18/09/23,Vegetables
20727,04/03/23,Vegetables
24108,30/11/23,Non-Alcoholic Beverages
40530,20/12/23,Meat Products
36624,04/08/23,Non-Alcoholic Beverages
25998,06/11/23,Meat Products
32424,18/02/23,Fruits
14987,22/07/23,Non-Alcoholic Beverages
32466,23/08/23,Fruits
35637,15/04/23,Non-Alcoholic Beverages
35658,26/01/23,Fruits
34643,29/12/23,Meat Products
37296,20/10/23,Household and Cleaning Products
32795,17/08/23,Fruits
24493,17/05/23,Meat Products
17094,25/07/23,Meat Products
24458,23/12/23,Dairy Products
32088,12/12/23,Fruits
33775,11/09/23,Non-Alcoholic Beverages
27097,20/03/23,Meat Products
18550,18/06/23,Meat Products
36610,08/12/23,Meat Products
14574,25/04/23,Non-Alcoholic Beverages
38521,08/07/23,Pastries
29932,14/05/23,Meat Products
41090,04/05/23,Dairy Products
24934,10/10/23,Dairy Products
38640,03/04/23,Fruits
25018,11/06/23,Meat Products
14238,30/10/23,Vegetables
27503,23/05/23,Dairy Products
23555,05/06/23,Fruits
38458,07/11/23,Fruits
32018,04/09/23,Fruits
27979,18/05/23,Meat Products
37310,26/03/23,Meat Products
15715,23/06/23,Dairy Products
13741,10/08/23,Meat Products
15638,23/07/23,Meat Products
18200,01/06/23,Vegetables
38710,15/05/23,Pastries
28756,14/06/23,Vegetables
33978,21/05/23,Alcoholic Beverages
14462,14/01/23,Meat Products
40369,08/08/23,Alcoholic Beverages
32354,10/06/23,Alcoholic Beverages
20370,18/09/23,Meat Products
27671,11/11/23,Dairy Products
33026,15/09/23,Meat Products
23996,04/05/23,Dairy Products
31521,27/06/23,Miscellaneous
35217,30/09/23,Fruits
29120,13/01/23,Dairy Products
15526,06/09/23,Fruits
24640,22/08/23,Non-Alcoholic Beverages
22638,25/02/23,Pastries
39893,22/02/23,Alcoholic Beverages
32116,16/01/23,Alcoholic Beverages
14098,19/11/23,Meat Products
34482,19/08/23,Vegetables
35315,25/08/23,Dairy Products
36939,24/06/23,Dairy Products
35735,06/11/23,Fruits
15050,10/03/23,Meat Products
34251,21/01/23,Meat Products
34069,18/07/23,Dairy Products
33362,30/09/23,Meat Products
39466,08/02/23,Pastries
39802,08/06/23,Vegetables
27769,09/06/23,Meat Products
26530,16/03/23,Pastries
37492,25/02/23,Fruits
33327,07/03/23,Vegetables
22589,31/05/23,Non-Alcoholic Beverages
21861,30/06/23,Snacks/Sweets
38451,27/08/23,Dairy Products
30100,05/03/23,Fruits
27566,17/04/23,Meat Products
24871,25/06/23,Dairy Products
35021,05/06/23,Meat Products
31542,04/10/23,Fruits
24682,07/05/23,Alcoholic Beverages
33054,17/06/23,Miscellaneous
20034,14/02/23,Alcoholic Beverages
40418,19/02/23,Meat Products
17171,24/08/23,Dairy Products
28651,22/06/23,Miscellaneous
15764,25/12/23,Vegetables
26131,18/07/23,Meat Products
23086,09/04/23,Vegetables
22239,09/03/23,Dairy Products
33138,17/01/23,Alcoholic Beverages
32641,26/11/23,Dairy Products
14637,05/03/23,Dairy Products
38486,16/03/23,Dairy Products
34027,27/02/23,Snacks/Sweets
18536,22/04/23,Meat Products
22106,17/04/23,Vegetables
22015,17/10/23,Meat Products
18837,06/04/23,Vegetables
34167,10/11/23,Vegetables
29645,17/08/23,Non-Alcoholic Beverages
22372,05/02/23,Vegetables
36764,28/07/23,Meat Products
20580,21/08/23,Pastries
23716,08/07/23,Dairy Products
40971,12/04/23,Meat Products
25921,24/07/23,Vegetables
35882,09/05/23,Pet-Care Products
16317,20/04/23,Alcoholic Beverages
30562,28/04/23,Dairy Products
16450,20/02/23,Meat Products
30303,14/11/23,Non-Alcoholic Beverages
40082,01/08/23,Meat Products
29743,17/01/23,Alcoholic Beverages
19047,10/10/23,Meat Products
30198,26/04/23,Meat Products
25893,07/01/23,Meat Products
36316,13/09/23,Alcoholic Beverages
26901,06/06/23,Snacks/Sweets
35203,26/02/23,Dairy Products
27993,05/07/23,Alcoholic Beverages
32949,07/10/23,Dairy Products
15197,21/01/23,Pastries
16093,23/10/23,Meat Products
14322,01/10/23,Fruits
26628,04/11/23,Household and Cleaning Products
27279,14/06/23,Pastries
23709,12/07/23,Dairy Products
15127,24/09/23,Dairy Products
27174,20/06/23,Meat Products
22463,11/08/23,Dairy Products
33257,21/07/23,Meat Products
16947,22/11/23,Alcoholic Beverages
39613,22/02/23,Alcoholic Beverages
15981,04/09/23,Non-Alcoholic Beverages
23352,04/10/23,Miscellaneous
35847,12/05/23,Household and Cleaning Products
37982,10/07/23,Meat Products
30842,24/12/23,Miscellaneous
23674,15/11/23,Meat Products
25816,27/01/23,Alcoholic Beverages
37296,13/04/23,Alcoholic Beverages
18291,04/12/23,Meat Products
36407,16/10/23,Meat Products
21147,07/04/23,Meat Products
38031,06/01/23,Snacks/Sweets
23793,28/09/23,Alcoholic Beverages
38136,29/11/23,Fruits
22442,03/07/23,Meat Products
40810,05/09/23,Dairy Products
34307,20/09/23,Meat Products
41321,18/07/23,Meat Products
26971,30/11/23,Meat Products
26229,05/05/23,Vegetables
14168,15/08/23,Vegetables
33229,18/08/23,Dairy Products
35616,07/01/23,Fruits
22890,05/06/23,Fruits
37898,03/04/23,Vegetables
25900,25/04/23,Fruits
24913,14/12/23,Meat Products
29015,13/10/23,Meat Products
15155,13/04/23,Dairy Products
16338,07/03/23,Dairy Products
23828,07/06/23,Meat Products
31577,09/07/23,Meat Products
37282,08/05/23,Dairy Products
17458,27/03/23,Pastries
14840,16/11/23,Meat Products
26271,11/05/23,Snacks/Sweets
26131,16/09/23,Household and Cleaning Products
26957,28/01/23,Fruits
39242,12/01/23,Vegetables
22218,25/10/23,Non-Alcoholic Beverages
23044,02/05/23,Non-Alcoholic Beverages
30716,08/03/23,Meat Products
13979,10/11/23,Vegetables
13762,17/05/23,Meat Products
29687,22/05/23,Meat Products
22176,30/05/23,Snacks/Sweets
21889,15/08/23,Non-Alcoholic Beverages
17402,18/04/23,Vegetables
18116,30/06/23,Non-Alcoholic Beverages
29351,10/09/23,Meat Products
26299,07/11/23,Fruits
25494,08/05/23,Alcoholic Beverages
29897,31/01/23,Vegetables
23884,01/07/23,Meat Products
26243,30/12/23,Meat Products
13804,22/04/23,Fruits
36127,27/05/23,Fruits
32326,21/09/23,Fruits
22057,27/08/23,Meat Products
17122,22/06/23,Meat Products
26663,21/01/23,Meat Products
30576,26/04/23,Meat Products
35609,09/04/23,Alcoholic Beverages
27363,30/12/23,Meat Products
20664,30/08/23,Vegetables
34342,30/05/23,Pastries
26768,15/05/23,Fruits
34118,02/07/23,Meat Products
29554,01/05/23,Dairy Products
29449,06/11/23,Alcoholic Beverages
32312,30/04/23,Fruits
31038,27/06/23,Alcoholic Beverages
16443,04/10/23,Fruits
23653,06/06/23,Meat Products
35189,13/01/23,Meat Products
23856,23/09/23,Meat Products
36176,06/03/23,Meat Products
25669,02/08/23,Meat Products
39431,25/01/23,Fruits
26425,29/12/23,Dairy Products
15750,12/02/23,Snacks/Sweets
18893,23/01/23,Miscellaneous
32165,02/03/23,Meat Products
32613,28/05/23,Meat Products
27545,26/09/23,Meat Products
20216,22/07/23,Alcoholic Beverages
38059,11/02/23,Alcoholic Beverages
23702,28/12/23,Vegetables
20237,23/03/23,Fruits
35266,27/01/23,Non-Alcoholic Beverages
19201,12/03/23,Meat Products
17143,16/05/23,Meat Products
26726,18/04/23,Personal Care Products
40866,12/03/23,Meat Products
36855,29/09/23,Meat Products
18263,17/05/23,Snacks/Sweets
14392,24/05/23,Meat Products
15995,03/04/23,Vegetables
14819,15/11/23,Non-Alcoholic Beverages
18116,25/06/23,Fruits
39130,21/06/23,Miscellaneous
36274,02/04/23,Meat Products
37576,21/07/23,Fruits
39088,25/07/23,Foods
34706,24/07/23,Pastries
37786,26/04/23,Fruits
27615,27/12/23,Meat Products
19411,17/09/23,Meat Products
29225,04/07/23,Fruits
18928,11/03/23,Dairy Products
33558,09/03/23,Fruits
37317,28/11/23,Meat Products
29883,26/07/23,Meat Products
18634,02/09/23,Dairy Products
35343,30/03/23,Non-Alcoholic Beverages
24773,28/01/23,Dairy Products
27195,07/10/23,Non-Alcoholic Beverages
23555,08/09/23,Non-Alcoholic Beverages
35763,03/05/23,Meat Products
14336,06/04/23,Fruits
30576,04/01/23,Household and Cleaning Products
20958,04/02/23,Miscellaneous
23933,20/09/23,Meat Products
23660,30/05/23,Meat Products
13951,04/10/23,Meat Products
40299,11/01/23,Cooking Ingredients
30226,21/01/23,Cooking Ingredients
34146,10/02/23,Dairy Products
16142,05/08/23,Vegetables
13874,10/01/23,Fruits
22190,17/10/23,Meat Products
29218,28/12/23,Vegetables
38451,16/07/23,Fruits
29288,24/01/23,Meat Products
27545,19/05/23,Fruits
24122,05/01/23,Alcoholic Beverages
35875,25/10/23,Snacks/Sweets
34076,28/04/23,Vegetables
32893,22/11/23,Dairy Products
41069,18/08/23,Meat Products
36092,18/12/23,Vegetables
14791,11/02/23,Pastries
35294,19/06/23,Dairy Products
37429,13/03/23,Dairy Products
24689,28/12/23,Fruits
24759,11/11/23,Pastries
17199,11/12/23,Meat Products
25487,08/04/23,Fruits
13580,20/01/23,Meat Products
22463,30/09/23,Fruits
26439,10/11/23,Pastries
18354,26/05/23,Vegetables
34853,03/04/23,Dairy Products
33852,23/08/23,Vegetables
21973,11/03/23,Fruits
35084,29/01/23,Fruits
32473,19/04/23,Vegetables
34384,10/06/23,Pastries
25578,06/07/23,Meat Products
34342,23/11/23,Dairy Products
34587,03/09/23,Fruits
27307,01/03/23,Non-Alcoholic Beverages
36953,25/12/23,Dairy Products
21217,06/11/23,Miscellaneous
28574,24/05/23,Non-Alcoholic Beverages
22036,03/10/23,Alcoholic Beverages
26285,22/08/23,Vegetables
25186,01/06/23,Meat Products
17689,13/10/23,Meat Products
14581,15/10/23,Dairy Products
21735,10/12/23,Meat Products
29673,06/10/23,Meat Products
34181,03/01/23,Vegetables
41426,24/04/23,Non-Alcoholic Beverages
24983,21/01/23,Household and Cleaning Products
36253,29/04/23,Dairy Products
23072,08/07/23,Non-Alcoholic Beverages
18774,18/04/23,Dairy Products
22890,15/02/23,Meat Products
18074,28/04/23,Dairy Products
15610,20/03/23,Foods
32298,04/07/23,Dairy Products
35511,06/11/23,Meat Products
16114,21/06/23,Household and Cleaning Products
36057,01/05/23,Vegetables
17073,21/03/23,Dairy Products
24927,01/10/23,Vegetables
31374,18/03/23,Fruits
24248,24/05/23,Cooking Ingredients
15421,12/10/23,Alcoholic Beverages
31780,06/07/23,Snacks/Sweets
18970,23/03/23,Meat Products
39431,06/02/23,Alcoholic Beverages
14427,21/12/23,Non-Alcoholic Beverages
31122,12/08/23,Vegetables
38241,26/04/23,Fruits
31857,27/09/23,Meat Products
29407,11/06/23,Foods
19852,25/01/23,Meat Products
18165,30/10/23,Dairy Products
34244,10/01/23,Meat Products
16989,21/06/23,Meat Products
18137,17/03/23,Vegetables
41244,16/09/23,Meat Products
30688,30/04/23,Non-Alcoholic Beverages
28833,15/03/23,Dairy Products
41111,06/09/23,Pastries
27433,27/04/23,Alcoholic Beverages
25914,13/02/23,Vegetables
40306,04/03/23,Pastries
28756,02/07/23,Fruits
19523,11/03/23,Fruits
36568,29/12/23,Dairy Products
37135,13/08/23,Non-Alcoholic Beverages
22344,16/06/23,Non-Alcoholic Beverages
30359,11/03/23,Fruits
22078,22/07/23,Snacks/Sweets
32732,03/03/23,Non-Alcoholic Beverages
25116,28/11/23,Snacks/Sweets
28994,07/08/23,Fruits
36400,16/02/23,Non-Alcoholic Beverages
23618,17/07/23,Vegetables
20895,21/08/23,Snacks/Sweets
36442,11/02/23,Meat Products
14175,28/12/23,Pastries
20517,04/01/23,Meat Products
31927,26/07/23,Non-Alcoholic Beverages
39473,27/06/23,Non-Alcoholic Beverages
22477,16/05/23,Pastries
18214,19/05/23,Meat Products
24206,03/06/23,Non-Alcoholic Beverages
25046,30/10/23,Meat Products
16835,19/04/23,Meat Products
35427,23/10/23,Dairy Products
31759,15/04/23,Meat Products
28252,10/08/23,Fruits
19684,19/09/23,Meat Products
17332,01/02/23,Non-Alcoholic Beverages
34293,25/03/23,Fruits
14525,15/06/23,Vegetables
23744,21/12/23,Dairy Products
18795,15/02/23,Foods
31577,09/06/23,Snacks/Sweets
29295,24/06/23,Non-Alcoholic Beverages
29022,26/11/23,Alcoholic Beverages
13867,12/02/23,Meat Products
14805,30/03/23,Dairy Products
27951,23/02/23,Meat Products
37975,02/12/23,Meat Products
17633,05/12/23,Vegetables
17934,02/11/23,Meat Products
35756,24/11/23,Dairy Products
22351,24/01/23,Meat Products
35238,01/11/23,Vegetables
15421,17/11/23,Non-Alcoholic Beverages
30198,06/01/23,Meat Products
29267,23/05/23,Non-Alcoholic Beverages
22162,07/06/23,Vegetables
33502,03/12/23,Meat Products
33852,31/05/23,Meat Products
19166,27/09/23,Household and Cleaning Products
27013,26/04/23,Dairy Products
32564,31/01/23,Snacks/Sweets
36183,05/11/23,Pastries
16758,18/03/23,Meat Products
32382,18/03/23,Meat Products
33656,01/08/23,Meat Products
27489,14/10/23,Alcoholic Beverages
36267,30/03/23,Non-Alcoholic Beverages
35399,24/12/23,Meat Products
41545,24/10/23,Snacks/Sweets
37996,04/03/23,Vegetables
14966,09/11/23,Alcoholic Beverages
35329,12/05/23,Meat Products
30961,05/06/23,Alcoholic Beverages
15246,31/08/23,Pastries
40446,19/12/23,Dairy Products
39809,07/05/23,Pastries
37555,06/06/23,Alcoholic Beverages
31570,11/12/23,Pet-Care Products
26537,08/06/23,Fruits
32039,26/05/23,Meat Products
32018,10/03/23,Vegetables
25634,07/05/23,Alcoholic Beverages
31038,11/03/23,Dairy Products
26264,16/11/23,Fruits
26166,02/09/23,Cooking Ingredients
39634,22/05/23,Fruits
29764,08/04/23,Vegetables
39809,15/12/23,Non-Alcoholic Beverages
27510,16/02/23,Dairy Products
16954,01/04/23,Fruits
34223,01/10/23,Pastries
18011,16/01/23,Pastries
25431,21/11/23,Fruits
25522,18/10/23,Foods
26264,16/07/23,Non-Alcoholic Beverages
22505,11/01/23,Non-Alcoholic Beverages
39655,06/02/23,Dairy Products
37044,25/05/23,Alcoholic Beverages
34692,13/08/23,Meat Products
16527,21/08/23,Vegetables
25571,15/03/23,Dairy Products
25956,21/07/23,Alcoholic Beverages
35735,30/04/23,Non-Alcoholic Beverages
31871,02/03/23,Fruits
37100,05/09/23,Meat Products
20027,22/09/23,Vegetables
39669,06/09/23,Vegetables
32095,08/08/23,Non-Alcoholic Beverages
14658,10/08/23,Dairy Products
21406,11/06/23,Vegetables
17787,29/08/23,Fruits
14091,24/06/23,Alcoholic Beverages
22365,11/04/23,Personal Care Products
16009,17/09/23,Non-Alcoholic Beverages
33215,28/08/23,Fruits
18550,06/06/23,Non-Alcoholic Beverages
34286,12/04/23,Pastries
17703,15/08/23,Non-Alcoholic Beverages
20307,08/06/23,Fruits
18935,21/01/23,Meat Products
24430,21/10/23,Fruits
22631,23/09/23,Meat Products
38290,29/05/23,Meat Products
27272,12/04/23,Meat Products
37478,27/01/23,Vegetables
16905,26/08/23,Dairy Products
34419,23/07/23,Meat Products
21007,22/09/23,Dairy Products
29337,28/06/23,Fruits
34027,24/06/23,Dairy Products
17010,17/10/23,Vegetables
31255,26/08/23,Vegetables
34993,11/12/23,Snacks/Sweets
14042,08/04/23,Meat Products
26453,27/01/23,Miscellaneous
37961,27/11/23,Pastries
23044,07/02/23,Alcoholic Beverages
28483,18/02/23,Alcoholic Beverages
36484,14/06/23,Vegetables
38528,30/12/23,Alcoholic Beverages
24101,14/08/23,Dairy Products
35462,23/10/23,Dairy Products
25403,01/04/23,Vegetables
35476,22/09/23,Dairy Products
38150,29/06/23,Meat Products
17787,04/08/23,Meat Products
37156,01/02/23,Non-Alcoholic Beverages
15687,29/09/23,Non-Alcoholic Beverages
29855,30/04/23,Pastries
21035,21/05/23,Fruits
30954,15/01/23,Vegetables
26453,12/02/23,Alcoholic Beverages
19222,18/05/23,Meat Products
21042,12/08/23,Vegetables
33054,17/02/23,Alcoholic Beverages
26761,04/01/23,Vegetables
26929,15/03/23,Alcoholic Beverages
15883,10/07/23,Miscellaneous
22624,08/05/23,Pastries
32599,20/05/23,Meat Products
36939,25/01/23,Fruits
30975,08/11/23,Alcoholic Beverages
32018,04/09/23,Fruits
26572,18/02/23,Vegetables
32361,13/08/23,Fruits
28413,20/10/23,Household and Cleaning Products
33677,19/03/23,Meat Products
26012,07/04/23,Dairy Products
25487,27/05/23,Meat Products
40145,29/06/23,Meat Products
17521,23/10/23,Meat Products
25753,02/07/23,Alcoholic Beverages
19404,13/04/23,Snacks/Sweets
18872,23/12/23,Vegetables
27398,24/10/23,Pastries
34797,10/08/23,Vegetables
34426,16/09/23,Fruits
32977,09/03/23,Dairy Products
38234,28/10/23,Meat Products
34601,19/04/23,Non-Alcoholic Beverages
27125,08/06/23,Meat Products
23331,21/06/23,Alcoholic Beverages
38885,16/08/23,Alcoholic Beverages
23107,08/07/23,Alcoholic Beverages
31724,03/11/23,Fruits
37296,27/08/23,Meat Products
29015,11/08/23,Personal Care Products
38780,04/01/23,Fruits
37247,13/11/23,Meat Products
25599,08/06/23,Meat Products
39410,12/10/23,Meat Products
32718,28/11/23,Non-Alcoholic Beverages
33873,20/12/23,Fruits
41286,30/06/23,Vegetables
19278,30/08/23,Meat Products
23751,08/04/23,Meat Products
40019,15/01/23,Meat Products
22596,04/11/23,Non-Alcoholic Beverages
18711,13/07/23,Pastries
34706,05/02/23,Pastries
38808,28/05/23,Meat Products
40621,14/11/23,Fruits
36008,22/02/23,Meat Products
19607,03/08/23,Meat Products
19495,19/07/23,Pastries
20706,28/05/23,Fruits
20867,19/11/23,Meat Products
18949,26/05/23,Alcoholic Beverages
33502,26/03/23,Meat Products
31472,20/07/23,Meat Products
34398,27/02/23,Meat Products
35959,18/03/23,Meat Products
24633,04/09/23,Meat Products
30891,25/08/23,Vegetables
18319,14/11/23,Fruits
36351,14/08/23,Dairy Products
39501,21/08/23,Fruits
29974,10/05/23,Meat Products
33257,24/06/23,Meat Products
28224,13/03/23,Household and Cleaning Products
21763,18/06/23,Alcoholic Beverages
40642,29/10/23,Pastries
33866,23/03/23,Vegetables
27160,03/10/23,Meat Products
20279,03/07/23,Meat Products
25893,08/08/23,Meat Products
37464,03/08/23,Alcoholic Beverages
18732,15/05/23,Fruits
35987,18/02/23,Non-Alcoholic Beverages
14028,13/11/23,Meat Products
33306,28/06/23,Meat Products
26551,08/02/23,Non-Alcoholic Beverages
37282,16/09/23,Dairy Products
38283,12/04/23,Dairy Products
35910,03/11/23,Fruits
28287,04/12/23,Meat Products
20195,25/01/23,Dairy Products
21665,15/05/23,Miscellaneous
16681,16/12/23,Pastries
18466,14/05/23,Fruits
41251,04/05/23,Dairy Products
22022,08/04/23,Meat Products
40355,28/01/23,Meat Products
23191,08/06/23,Meat Products
17801,18/08/23,Meat Products
37632,29/11/23,Foods
22806,10/05/23,Dairy Products
27699,27/06/23,Pastries
14938,28/09/23,Dairy Products
18949,04/09/23,Meat Products
27692,28/09/23,Dairy Products
30261,29/11/23,Non-Alcoholic Beverages
19999,30/01/23,Meat Products
24241,17/10/23,Meat Products
26159,17/06/23,Meat Products
21245,25/01/23,Meat Products
16996,13/03/23,Meat Products
16590,20/07/23,Dairy Products
25802,05/07/23,Dairy Products
27951,22/03/23,Meat Products
25410,09/10/23,Meat Products
18837,19/04/23,Fruits
27762,15/09/23,Meat Products
37737,17/06/23,Pastries
35476,13/08/23,Meat Products
31234,09/11/23,Vegetables
21469,11/02/23,Dairy Products
40642,03/02/23,Household and Cleaning Products
39907,30/10/23,Pastries
17997,29/05/23,Household and Cleaning Products
34699,17/11/23,Dairy Products
18627,13/07/23,Fruits
16639,19/10/23,Fruits
34279,27/10/23,Dairy Products
29617,13/09/23,Meat Products
26600,23/02/23,Dairy Products
18872,24/02/23,Meat Products
17136,30/12/23,Vegetables
23121,11/05/23,Pastries
28161,26/10/23,Meat Products
19523,17/02/23,Dairy Products
20216,17/03/23,Dairy Products
39753,02/10/23,Non-Alcoholic Beverages
14077,23/10/23,Meat Products
35945,09/07/23,Pastries
40271,13/09/23,Dairy Products
17171,28/02/23,Pastries
38661,25/10/23,Meat Products
25830,03/02/23,Fruits
35658,24/09/23,Meat Products
39263,11/10/23,Meat Products
38535,27/07/23,Meat Products
23170,30/08/23,Dairy Products
30667,14/11/23,Pastries
28203,27/09/23,Alcoholic Beverages
16772,09/01/23,Dairy Products
41237,08/04/23,Snacks/Sweets
28728,11/01/23,Pastries
24829,19/09/23,Pastries
20853,07/10/23,Alcoholic Beverages
15862,09/08/23,Pastries
30114,07/01/23,Pastries
18690,09/09/23,Alcoholic Beverages
25893,02/08/23,Fruits
28413,14/01/23,Non-Alcoholic Beverages
15897,30/04/23,Pastries
38283,12/09/23,Foods
28588,23/02/23,Meat Products
14266,13/08/23,Dairy Products
28889,06/12/23,Fruits
32809,13/10/23,Vegetables
39158,31/03/23,Dairy Products
19362,01/05/23,Meat Products
23968,17/02/23,Vegetables
39354,15/01/23,Meat Products
37079,06/11/23,Meat Products
20090,09/10/23,Meat Products
24003,18/12/23,Meat Products
40467,08/12/23,Meat Products
38885,01/01/23,Alcoholic Beverages
26243,22/09/23,Meat Products
26068,18/10/23,Fruits
31710,20/07/23,Meat Products
33845,10/09/23,Meat Products
33467,01/07/23,Meat Products
25109,10/07/23,Fruits
39389,02/10/23,Dairy Products
31150,26/08/23,Meat Products
28161,04/09/23,Alcoholic Beverages
33243,07/05/23,Fruits
37009,26/02/23,Alcoholic Beverages
31661,10/03/23,Dairy Products
24913,11/06/23,Snacks/Sweets
25585,18/01/23,Meat Products
33152,10/08/23,Vegetables
27405,02/06/23,Snacks/Sweets
25907,07/11/23,Household and Cleaning Products
32837,25/04/23,Alcoholic Beverages
18186,30/11/23,Non-Alcoholic Beverages
35336,08/02/23,Fruits
17367,07/08/23,Meat Products
21049,07/06/23,Meat Products
38136,14/06/23,Meat Products
39095,14/06/23,Meat Products
21427,07/04/23,Snacks/Sweets
25683,15/06/23,Meat Products
19173,31/07/23,Cooking Ingredients
16765,18/09/23,Pastries
14539,02/09/23,Dairy Products
35301,12/06/23,Meat Products
41468,28/02/23,Pastries
28840,13/12/23,Fruits
28819,21/10/23,Meat Products
18389,10/11/23,Miscellaneous
16989,28/11/23,Vegetables
41398,08/05/23,Fruits
39452,09/01/23,Vegetables
39767,11/01/23,Meat Products
25053,22/04/23,Vegetables
24409,25/12/23,Dairy Products
26348,29/12/23,Meat Products
24717,04/07/23,Alcoholic Beverages
31927,28/12/23,Meat Products
40537,21/08/23,Vegetables
19446,03/09/23,Meat Products
23464,04/04/23,Dairy Products
27447,14/06/23,Alcoholic Beverages
20440,31/10/23,Meat Products
37653,21/09/23,Pastries
31052,24/11/23,Pet-Care Products
32249,18/12/23,Vegetables
37793,28/05/23,Pastries
15918,16/01/23,Meat Products
36694,07/12/23,Meat Products
31129,28/02/23,Snacks/Sweets
20286,19/03/23,Fruits
33565,06/03/23,Meat Products
28560,29/07/23,Vegetables
39053,25/09/23,Vegetables
40530,25/05/23,Alcoholic Beverages
29715,22/09/23,Meat Products
21924,08/04/23,Vegetables
14665,13/09/23,Fruits
38745,08/04/23,Meat Products
15288,08/10/23,Fruits
17178,05/07/23,Meat Products
24521,14/07/23,Meat Products
38262,18/10/23,Non-Alcoholic Beverages
23982,09/07/23,Snacks/Sweets
30513,27/02/23,Meat Products
37667,28/11/23,Dairy Products
28721,30/04/23,Meat Products
31780,01/04/23,Dairy Products
28805,25/05/23,Alcoholic Beverages
24549,22/07/23,Meat Products
19565,26/10/23,Vegetables
33586,30/09/23,Alcoholic Beverages
18249,21/08/23,Fruits
38066,23/08/23,Fruits
18844,21/08/23,Vegetables
33376,25/06/23,Fruits
40348,08/01/23,Meat Products
32431,10/11/23,Meat Products
35602,02/01/23,Fruits
21945,09/10/23,Meat Products
22176,22/05/23,Dairy Products
39641,03/09/23,Fruits
28035,11/10/23,Alcoholic Beverages
14413,08/06/23,Meat Products
39956,22/08/23,Fruits
39550,17/09/23,Meat Products
23310,22/06/23,Fruits
15085,04/03/23,Meat Products
28651,14/05/23,Fruits
33950,30/07/23,Meat Products
28350,15/10/23,Miscellaneous
16268,26/11/23,Dairy Products
14679,21/03/23,Dairy Products
25704,22/07/23,Dairy Products
41566,26/12/23,Non-Alcoholic Beverages
26747,12/06/23,Fruits
24703,25/06/23,Vegetables
36316,04/08/23,Meat Products
27657,03/05/23,Snacks/Sweets
17304,07/11/23,Fruits
18242,12/01/23,Meat Products
36834,13/05/23,Dairy Products
21182,22/02/23,Vegetables
19544,31/05/23,Meat Products
21672,29/10/23,Meat Products
14525,29/10/23,Vegetables
20916,07/10/23,Fruits
28427,02/05/23,Non-Alcoholic Beverages
22288,15/05/23,Meat Products
39795,18/10/23,Meat Products
36141,24/02/23,Meat Products
36106,19/03/23,Fruits
25060,01/01/23,Foods
28784,25/07/23,Snacks/Sweets
21910,19/10/23,Meat Products
36057,07/04/23,Meat Products
19887,01/12/23,Meat Products
16002,27/03/23,Meat Products
17619,23/06/23,Vegetables
