@relation merged_customer_data

@attribute CustomerID numeric
@attribute Date date "dd/MM/yy"
@attribute Product {'τροπικά φρούτα','προϊόν αρτοποιίας μακράς διαρκείας',κρέας,ζάχαρη,ρολά/ψωμάκια,'ημιψημένο ψωμί','γάλα μη αποβουτυρωμένο',εσπεριδοειδή,καραμέλα,χαρτοπετσέτες,βούτυρο,'γυναικεία είδη υγιεινής',γλάστρες,'άλλα λαχανικά','ριζώδη λαχανικά','τσάντες αγορών',σοκολάτα,καφές,'προιόντα υγιεινής','φρούτα με κουκούτσι',λουκάνικο,'λουκάνικο φρανκφούρτης',χοιρινό,'λευκό κρασί','χυμός φρούτων/λαχανικών',αλεύρι,σόδα,κρεμμύδια,'ντόπια αυγά','μεμβράνη/σακούλες φαγητού',ζαμπόν,'άσπρο ψωμί','κονσερβοποιημένη μπύρα','εμφιαλωμένη μπύρα',υγρό,γιαούρτι,'κρέας για μπέργκερ','λαχανικά τουρσί','αλμυρό σνακ',εφημερίδες,ζυμαρικά,ξινόγαλο,'σοκολάτα υγείας','μαύρο ψωμί',κοτόπουλο,'εμφιαλωμένο νερό',μούρα,'μεταποιημένο τυρί',επιδόρπιο,ξύδι,'φροντίδα δέρματος',τσίχλα,σαντιγί,αφαλατωτής,ζύμη,'ποτά ντελικατέσεν','βοδινό κρέας','κόκκινο/ροζέ κρασί','τυρί κρέμα','κατεψυγμένα λαχανικά',μουστάρδα,'σοκολάτα ντελικατέσεν','λικέρ (ορεκτικό)',βάφλες,'φέτες τυριού',καθαριστικό,ποτά,λάδι,μαργαρίνη,'εποχιακά προϊόντα',τυρόγαλο,'γάλα μακράς διάρκειας','μαλακό τυρί',μαλακτικό,'συσκευασμένα φρούτα/λαχανικά',ψάρι,'κατεψυγμένα γεύματα',διαβρωτικό/καθαριστικό,'κονσερβοποιημένα λαχανικά','αφρώδες κρασί',φωτογραφία/ταινία,γατοτροφή,σούπες,γαλοπούλα,σάλτσες,'σκληρό τυρί','μπέικιν πάουντερ','διάφορα ποτά',βότανα,'μπάρα δημητριακών',σιρόπι,'τυρί για άλειμμα',μπαχαρικά,'κονσερβοποιημένο ψάρι',ρύζι,'λίπος ντελικατέσεν','πετσέτες κουζίνας','τυρί ντελικατέσεν',πιάτα,'καθαριστικό πιάτων',παγωτό,'συμπυκνωμένο γάλα',σταφύλια,'κρέας για άλειμμα',συκώτι,'κατεψυγμένα ψάρια','παγωμένο επιδόρπιο','έτοιμα προϊόντα διατροφής','προϊόντα σνακ',δημητριακά,'οδοντιατρική φροντίδα',μαγιονέζα,τσάι,παξιμάδι,'κατεψυγμένα προϊόντα πατάτας','προϊόντα σε ρολό',απορρυπαντικό,αλάτι,'ποπ κορν',ρούχα,'λαχανικά ντελικατέσεν','λουλούδια (σπόροι)','ποτά κακάου','γλυκά για άλειμμα','ξηροί καρποί',μεζέδες,'κατεψυγμένα φρούτα','φρούτα σε κονσέρβα','καθαριστικό μπάνιου','προϊόντα οικιακής χρήσης','πουτίγκα σε σκόνη',κεριά,'σάλτσα σαλάτας','ανδρικά καλλυντικά',σνακ,μέλι,κέτσαπ,'έτοιμες σούπες',κονιάκ,'στιγμιαίος καφές','βιολογικό λουκάνικο',σκυλοτροφή,'μαγειρικά σκεύη',σαπούνι,ρούμι,'λίπασμα για λουλούδια','φροντίδα κατοικίδιου','σπρέι μαλλιών',μαρμελάδα,'τεχνητή γλυκαντική ουσία',λικέρ,ουίσκι,λάμπες,κρέμα,'κρασί prosecco','κατεψυγμένο κοτόπουλο',οινόπνευμα,'σοκολάτα κουβερτούρα','προϊόντα πατάτας',τσάντες,'βιολογικά προϊόντα','αφαίρεση μακιγιάζ','καλλυντικά για μωρά','καθαριστικό τουαλέτας',κουζινικά,'προϊόντα συντήρησης'}
@attribute Age numeric

@data
33194,27/01/23,επιδόρπιο,61
33194,06/10/23,'ριζώδη λαχανικά',61
33194,20/10/23,λουκάνικο,61
33194,14/12/23,κοτόπουλο,61
33194,06/10/23,'χυμός φρούτων/λαχανικών',61
33194,20/10/23,κοτόπουλο,61
33194,17/06/22,βούτυρο,61
33194,23/12/23,εσπεριδοειδή,61
33194,27/01/23,'τροπικά φρούτα',61
33194,06/10/23,μούρα,61
33194,20/10/23,'φρούτα με κουκούτσι',61
33194,14/12/23,ξύδι,61
33194,06/10/23,εφημερίδες,61
33194,20/10/23,'άλλα λαχανικά',61
33194,17/06/22,'φροντίδα δέρματος',61
33194,06/10/23,τσίχλα,61
33194,23/12/23,σαντιγί,61
33194,17/06/22,ρολά/ψωμάκια,61
25907,20/03/23,'γάλα μη αποβουτυρωμένο',27
25907,07/11/23,αφαλατωτής,27
25907,18/12/23,επιδόρπιο,27
25907,27/10/22,ζύμη,27
25907,20/03/23,'ποτά ντελικατέσεν',27
25907,07/11/23,'γάλα μη αποβουτυρωμένο',27
25907,18/12/23,'βοδινό κρέας',27
25907,27/10/22,'κόκκινο/ροζέ κρασί',27
25907,20/03/23,εφημερίδες,27
35406,12/02/23,'τροπικά φρούτα',21
35406,09/05/23,'γάλα μη αποβουτυρωμένο',21
35406,15/04/23,'βοδινό κρέας',21
35406,24/10/22,'τυρί κρέμα',21
35406,12/02/23,εσπεριδοειδή,21
35406,09/05/23,κρεμμύδια,21
35406,15/04/23,'γάλα μη αποβουτυρωμένο',21
35406,24/10/22,'κατεψυγμένα λαχανικά',21
35406,12/02/23,σόδα,21
15953,24/02/23,εσπεριδοειδή,40
15953,23/01/23,'γάλα μη αποβουτυρωμένο',40
15953,18/11/23,σαντιγί,40
15953,13/03/23,'ριζώδη λαχανικά',40
15953,29/03/22,'γάλα μη αποβουτυρωμένο',40
15953,28/12/22,μουστάρδα,40
15953,24/02/23,ρολά/ψωμάκια,40
15953,23/01/23,'γάλα μη αποβουτυρωμένο',40
15953,18/11/23,'μαύρο ψωμί',40
15953,13/03/23,'γάλα μη αποβουτυρωμένο',40
15953,29/03/22,γλάστρες,40
15953,28/12/22,αλεύρι,40
15953,13/03/23,ρολά/ψωμάκια,40
15953,24/02/23,ζύμη,40
21924,14/04/23,'βοδινό κρέας',59
21924,08/04/23,'ριζώδη λαχανικά',59
21924,03/09/23,'κρέας για μπέργκερ',59
21924,07/01/23,ζύμη,59
21924,30/09/23,εσπεριδοειδή,59
21924,14/04/23,'εμφιαλωμένη μπύρα',59
21924,08/10/22,κρεμμύδια,59
21924,26/11/22,'ριζώδη λαχανικά',59
21924,05/01/22,'γάλα μη αποβουτυρωμένο',59
21924,12/04/22,'βοδινό κρέας',59
21924,23/10/22,'ποτά ντελικατέσεν',59
21924,11/09/22,'φρούτα με κουκούτσι',59
21924,14/04/23,'σοκολάτα ντελικατέσεν',59
21924,08/04/23,'τυρί κρέμα',59
21924,03/09/23,σόδα,59
21924,07/01/23,'λικέρ (ορεκτικό)',59
21924,30/09/23,'γάλα μη αποβουτυρωμένο',59
21924,14/04/23,γιαούρτι,59
21924,08/10/22,βάφλες,59
21924,26/11/22,σοκολάτα,59
21924,05/01/22,'εμφιαλωμένη μπύρα',59
21924,12/04/22,επιδόρπιο,59
21924,23/10/22,ζύμη,59
21924,11/09/22,'μεμβράνη/σακούλες φαγητού',59
21924,26/11/22,καραμέλα,59
21924,07/01/23,'φέτες τυριού',59
21924,14/04/23,'γάλα μη αποβουτυρωμένο',59
20552,21/07/23,'λουκάνικο φρανκφούρτης',50
20552,06/06/23,'λουκάνικο φρανκφούρτης',50
20552,26/10/23,εσπεριδοειδή,50
20552,28/12/23,καθαριστικό,50
20552,20/08/23,ζαμπόν,50
20552,21/07/23,σόδα,50
20552,06/06/23,μούρα,50
20552,21/07/23,'κονσερβοποιημένη μπύρα',50
20552,06/06/23,'εμφιαλωμένο νερό',50
20552,26/10/23,'φρούτα με κουκούτσι',50
20552,28/12/23,'φρούτα με κουκούτσι',50
20552,20/08/23,εφημερίδες,50
20552,21/07/23,'άσπρο ψωμί',50
20552,06/06/23,'μεταποιημένο τυρί',50
20552,28/12/23,ζύμη,50
20552,20/08/23,'εμφιαλωμένη μπύρα',50
20552,30/10/22,'τσάντες αγορών',50
20552,26/10/23,ποτά,50
20552,06/06/23,'λαχανικά τουρσί',50
20552,21/07/23,'μαύρο ψωμί',50
20552,30/10/22,σόδα,50
38395,03/09/23,κοτόπουλο,18
38395,09/04/23,'βοδινό κρέας',18
38395,03/09/23,'τροπικά φρούτα',18
38395,20/03/22,λάδι,18
38395,18/10/22,'άλλα λαχανικά',18
38395,03/09/23,βάφλες,18
38395,09/04/23,'φρούτα με κουκούτσι',18
38395,03/09/23,σαντιγί,18
38395,20/03/22,μαργαρίνη,18
38395,18/10/22,'λαχανικά τουρσί',18
38395,03/09/23,'μαύρο ψωμί',18
39725,21/07/23,βούτυρο,67
39725,03/04/23,'βοδινό κρέας',67
39725,21/07/23,'άλλα λαχανικά',67
39725,25/04/22,ζύμη,67
39725,10/02/22,'άλλα λαχανικά',67
39725,21/07/23,σόδα,67
39725,03/04/23,κρεμμύδια,67
39725,21/07/23,γιαούρτι,67
39725,25/04/22,'εποχιακά προϊόντα',67
39725,10/02/22,τυρόγαλο,67
39725,21/07/23,'γάλα μακράς διάρκειας',67
20286,30/03/23,'χυμός φρούτων/λαχανικών',71
20286,19/03/23,εσπεριδοειδή,71
20286,09/07/23,ζύμη,71
20286,13/12/23,'γάλα μη αποβουτυρωμένο',71
20286,15/05/23,'τροπικά φρούτα',71
20286,30/03/23,'κρέας για μπέργκερ',71
20286,02/05/22,'ριζώδη λαχανικά',71
20286,23/03/22,'φρούτα με κουκούτσι',71
20286,13/12/23,ζύμη,71
20286,30/03/23,'μαλακό τυρί',71
20286,19/03/23,'άλλα λαχανικά',71
20286,09/07/23,'ριζώδη λαχανικά',71
20286,13/12/23,γιαούρτι,71
20286,15/05/23,'ημιψημένο ψωμί',71
20286,30/03/23,'σοκολάτα ντελικατέσεν',71
20286,02/05/22,μαλακτικό,71
20286,23/03/22,ρολά/ψωμάκια,71
20286,13/12/23,γλάστρες,71
20286,30/03/23,'εμφιαλωμένο νερό',71
20391,03/05/23,'συσκευασμένα φρούτα/λαχανικά',53
20391,03/05/23,ψάρι,53
20391,03/05/23,'κατεψυγμένα γεύματα',53
20391,03/05/23,'σοκολάτα ντελικατέσεν',53
20391,03/05/23,'μαύρο ψωμί',53
23520,02/09/23,σοκολάτα,44
23520,22/11/23,λουκάνικο,44
23520,21/11/23,διαβρωτικό/καθαριστικό,44
23520,27/10/23,καραμέλα,44
23520,02/09/23,'λουκάνικο φρανκφούρτης',44
23520,27/10/23,λουκάνικο,44
23520,05/08/22,'εμφιαλωμένη μπύρα',44
23520,13/02/22,ζύμη,44
23520,21/11/23,εσπεριδοειδή,44
23520,02/09/23,γιαούρτι,44
23520,22/11/23,'γάλα μη αποβουτυρωμένο',44
23520,21/11/23,'γάλα μη αποβουτυρωμένο',44
23520,27/10/23,'άλλα λαχανικά',44
23520,02/09/23,μαργαρίνη,44
23520,27/10/23,'κατεψυγμένα λαχανικά',44
23520,05/08/22,'τσάντες αγορών',44
23520,13/02/22,ρολά/ψωμάκια,44
23520,21/11/23,'προϊόν αρτοποιίας μακράς διαρκείας',44
23520,06/05/22,'άλλα λαχανικά',44
23520,02/09/23,'κονσερβοποιημένα λαχανικά',44
23520,06/05/22,'γάλα μακράς διάρκειας',44
17164,03/08/23,'ποτά ντελικατέσεν',64
17164,12/11/23,λουκάνικο,64
17164,03/08/23,γιαούρτι,64
17164,29/05/22,σαντιγί,64
17164,03/08/23,χαρτοπετσέτες,64
17164,12/11/23,'εμφιαλωμένη μπύρα',64
17164,03/08/23,'άλλα λαχανικά',64
17164,29/05/22,'αφρώδες κρασί',64
17164,29/05/22,'εμφιαλωμένη μπύρα',64
17164,03/08/23,σοκολάτα,64
19908,07/07/23,'άλλα λαχανικά',70
19908,21/02/23,'χυμός φρούτων/λαχανικών',70
19908,19/05/23,ζάχαρη,70
19908,18/10/23,σόδα,70
19908,31/07/23,ζαμπόν,70
19908,07/07/23,'τροπικά φρούτα',70
19908,21/02/23,λουκάνικο,70
19908,22/04/22,φωτογραφία/ταινία,70
19908,02/06/22,γατοτροφή,70
19908,31/01/22,'εποχιακά προϊόντα',70
19908,07/07/23,'εποχιακά προϊόντα',70
19908,21/02/23,λουκάνικο,70
19908,19/05/23,'άλλα λαχανικά',70
19908,18/10/23,κρεμμύδια,70
19908,31/07/23,'γάλα μη αποβουτυρωμένο',70
19908,07/07/23,βούτυρο,70
19908,21/02/23,'ντόπια αυγά',70
19908,22/04/22,'τυρί κρέμα',70
19908,02/06/22,βούτυρο,70
19908,31/01/22,σούπες,70
19908,31/07/23,καραμέλα,70
19908,25/08/22,τσίχλα,70
19908,07/07/23,'τσάντες αγορών',70
19908,21/02/23,'εποχιακά προϊόντα',70
19908,18/10/23,'τυρί κρέμα',70
19908,25/08/22,γιαούρτι,70
26243,08/09/23,ξινόγαλο,28
26243,30/12/23,'λουκάνικο φρανκφούρτης',28
26243,22/09/23,λουκάνικο,28
26243,29/01/23,'ριζώδη λαχανικά',28
26243,08/09/23,κρέας,28
26243,05/11/22,λουκάνικο,28
26243,08/02/22,'ριζώδη λαχανικά',28
26243,08/09/23,τυρόγαλο,28
26243,30/12/23,'φρούτα με κουκούτσι',28
26243,22/09/23,εσπεριδοειδή,28
26243,29/01/23,βούτυρο,28
26243,08/09/23,σόδα,28
26243,05/11/22,'κατεψυγμένα γεύματα',28
26243,08/02/22,'κατεψυγμένα γεύματα',28
26243,30/12/23,σαντιγί,28
26243,08/02/22,'αλμυρό σνακ',28
26243,08/09/23,'προϊόν αρτοποιίας μακράς διαρκείας',28
26642,12/11/23,'γάλα μη αποβουτυρωμένο',76
26642,23/12/23,κοτόπουλο,76
26642,25/06/23,βούτυρο,76
26642,16/07/23,γαλοπούλα,76
26642,12/11/23,'εμφιαλωμένο νερό',76
26642,16/07/23,'μαλακό τυρί',76
26642,09/05/22,'άλλα λαχανικά',76
26642,12/11/23,κοτόπουλο,76
26642,23/12/23,'εμφιαλωμένο νερό',76
26642,25/06/23,'τσάντες αγορών',76
26642,16/07/23,'άλλα λαχανικά',76
26642,12/11/23,εσπεριδοειδή,76
26642,16/07/23,'κονσερβοποιημένη μπύρα',76
26642,09/05/22,'αλμυρό σνακ',76
26642,12/11/23,'κονσερβοποιημένα λαχανικά',76
34307,18/09/23,'τροπικά φρούτα',64
34307,20/09/23,λουκάνικο,64
34307,28/05/23,χοιρινό,64
34307,18/09/23,'κρέας για μπέργκερ',64
34307,15/11/22,ρολά/ψωμάκια,64
34307,13/12/22,'άσπρο ψωμί',64
34307,18/09/23,καφές,64
34307,20/09/23,σάλτσες,64
34307,28/05/23,γιαούρτι,64
34307,18/09/23,'φέτες τυριού',64
34307,15/11/22,βούτυρο,64
34307,13/12/22,ρολά/ψωμάκια,64
34307,28/05/23,καφές,64
34307,18/09/23,σαντιγί,64
14189,30/11/23,'τροπικά φρούτα',34
14189,09/11/23,'γάλα μη αποβουτυρωμένο',34
14189,14/01/23,γιαούρτι,34
14189,30/11/23,κρέας,34
14189,30/11/23,'άλλα λαχανικά',34
14189,09/11/23,'σκληρό τυρί',34
14189,14/01/23,μούρα,34
14189,30/11/23,'ντόπια αυγά',34
14189,30/11/23,'μπέικιν πάουντερ',34
41405,17/07/23,'εμφιαλωμένο νερό',45
41405,11/07/23,'διάφορα ποτά',45
41405,17/07/23,'λουκάνικο φρανκφούρτης',45
41405,17/07/23,'τροπικά φρούτα',45
41405,11/07/23,ζύμη,45
41405,17/07/23,υγρό,45
41405,17/07/23,'σοκολάτα ντελικατέσεν',45
34965,12/06/23,γιαούρτι,69
34965,20/10/23,'τροπικά φρούτα',69
34965,29/08/23,'συσκευασμένα φρούτα/λαχανικά',69
34965,12/06/23,κοτόπουλο,69
34965,03/10/22,σόδα,69
34965,16/06/22,ρολά/ψωμάκια,69
34965,10/05/22,'τροπικά φρούτα',69
34965,12/06/23,υγρό,69
34965,20/10/23,'ριζώδη λαχανικά',69
34965,29/08/23,βότανα,69
34965,12/06/23,τσίχλα,69
34965,03/10/22,'ντόπια αυγά',69
34965,16/06/22,'τυρί κρέμα',69
34965,10/05/22,'αλμυρό σνακ',69
34965,12/06/23,σόδα,69
34965,16/06/22,γιαούρτι,69
31850,13/02/23,λουκάνικο,58
31850,13/02/23,κοτόπουλο,58
31850,13/02/23,'ντόπια αυγά',58
31850,13/02/23,τυρόγαλο,58
31850,21/09/22,'μπάρα δημητριακών',58
31850,13/02/23,ζύμη,58
31850,21/09/22,σαντιγί,58
16513,14/01/23,'άλλα λαχανικά',52
16513,08/12/23,τυρόγαλο,52
16513,19/06/23,'κονσερβοποιημένη μπύρα',52
16513,14/01/23,'αλμυρό σνακ',52
16513,25/03/22,'ντόπια αυγά',52
16513,14/01/23,σιρόπι,52
16513,08/12/23,ρολά/ψωμάκια,52
16513,19/06/23,'προιόντα υγιεινής',52
16513,14/01/23,εφημερίδες,52
16513,25/03/22,γατοτροφή,52
16513,14/01/23,λάδι,52
36575,08/03/23,'μαύρο ψωμί',36
36575,06/06/23,'άλλα λαχανικά',36
36575,12/09/23,'άλλα λαχανικά',36
36575,08/03/23,'γάλα μη αποβουτυρωμένο',36
36575,22/11/22,κρέας,36
36575,08/03/23,'τυρί για άλειμμα',36
36575,06/06/23,εσπεριδοειδή,36
36575,12/09/23,φωτογραφία/ταινία,36
36575,08/03/23,βούτυρο,36
36575,22/11/22,'κονσερβοποιημένη μπύρα',36
36575,06/06/23,ρολά/ψωμάκια,36
36575,22/11/22,γιαούρτι,36
36575,08/03/23,'χυμός φρούτων/λαχανικών',36
40999,27/01/23,γιαούρτι,52
40999,27/01/23,ρολά/ψωμάκια,52
40999,27/01/23,'χυμός φρούτων/λαχανικών',52
40999,27/01/23,μπαχαρικά,52
40999,27/01/23,'κονσερβοποιημένο ψάρι',52
40054,22/10/23,'κρέας για μπέργκερ',49
40054,10/10/23,'εμφιαλωμένη μπύρα',49
40054,21/02/23,'μεμβράνη/σακούλες φαγητού',49
40054,27/01/23,λουκάνικο,49
40054,01/06/23,ρολά/ψωμάκια,49
40054,22/10/23,'βοδινό κρέας',49
40054,10/05/22,'άλλα λαχανικά',49
40054,25/07/22,'άλλα λαχανικά',49
40054,22/10/23,'εμφιαλωμένη μπύρα',49
40054,10/10/23,τυρόγαλο,49
40054,21/02/23,σαντιγί,49
40054,27/01/23,γιαούρτι,49
40054,01/06/23,τσίχλα,49
40054,22/10/23,'γάλα μη αποβουτυρωμένο',49
40054,10/05/22,ρύζι,49
40054,25/07/22,'γάλα μακράς διάρκειας',49
40054,01/06/23,'άλλα λαχανικά',49
40054,10/05/22,'λίπος ντελικατέσεν',49
40054,22/10/23,σοκολάτα,49
40054,21/02/23,καφές,49
40054,10/10/23,'πετσέτες κουζίνας',49
32536,26/10/23,'ριζώδη λαχανικά',73
32536,08/08/23,μούρα,73
32536,08/09/23,'λουκάνικο φρανκφούρτης',73
32536,08/08/23,χοιρινό,73
32536,26/10/23,εσπεριδοειδή,73
32536,08/09/23,χοιρινό,73
32536,01/10/22,ζύμη,73
32536,12/05/22,χοιρινό,73
32536,08/08/23,βάφλες,73
32536,26/10/23,'άλλα λαχανικά',73
32536,08/08/23,βότανα,73
32536,08/09/23,ζύμη,73
32536,08/08/23,γιαούρτι,73
32536,26/10/23,χοιρινό,73
32536,08/09/23,'κονσερβοποιημένα λαχανικά',73
32536,01/10/22,σιρόπι,73
32536,12/05/22,γατοτροφή,73
32536,08/08/23,'τυρί ντελικατέσεν',73
32536,08/08/23,'χυμός φρούτων/λαχανικών',73
32536,26/10/23,βότανα,73
32536,08/08/23,'προϊόν αρτοποιίας μακράς διαρκείας',73
36596,08/10/23,χοιρινό,56
36596,08/09/23,τυρόγαλο,56
36596,08/10/23,κοτόπουλο,56
36596,05/09/22,'λαχανικά τουρσί',56
36596,08/10/23,'άλλα λαχανικά',56
36596,08/09/23,'λικέρ (ορεκτικό)',56
36596,08/10/23,τυρόγαλο,56
36596,05/09/22,κρεμμύδια,56
36596,08/10/23,'σκληρό τυρί',56
17486,03/10/23,'βοδινό κρέας',75
17486,03/10/23,εσπεριδοειδή,75
17486,09/08/22,λουκάνικο,75
