,CustomerID,Date,Product,Age,GroupID
133,15953,13/03/23,Pastries,40,1233
134,15953,24/02/23,Pastries,40,1236
135,21924,14/04/23,Meat Products,59,4447
136,21924,08/04/23,Vegetables,59,4443
137,21924,03/09/23,Meat Products,59,4440
138,21924,07/01/23,Pastries,59,4442
139,21924,30/09/23,Fruits,59,4450
140,21924,14/04/23,Alcoholic Beverages,59,4447
141,21924,08/10/22,Vegetables,59,4444
142,21924,26/11/22,Vegetables,59,4449
143,21924,05/01/22,Dairy Products,59,4441
144,21924,12/04/22,Meat Products,59,4446
145,21924,23/10/22,Alcoholic Beverages,59,4448
146,21924,11/09/22,Fruits,59,4445
147,21924,14/04/23,Snacks/Sweets,59,4447
148,21924,08/04/23,Dairy Products,59,4443
149,21924,03/09/23,Non-Alcoholic Beverages,59,4440
150,21924,07/01/23,Alcoholic Beverages,59,4442
151,21924,30/09/23,Dairy Products,59,4450
152,21924,14/04/23,Dairy Products,59,4447
153,21924,08/10/22,Pastries,59,4444
154,21924,26/11/22,Snacks/Sweets,59,4449
155,21924,05/01/22,Alcoholic Beverages,59,4441
156,21924,12/04/22,Snacks/Sweets,59,4446
157,21924,23/10/22,Pastries,59,4448
158,21924,11/09/22,Household and Cleaning Products,59,4445
159,21924,26/11/22,Snacks/Sweets,59,4449
160,21924,07/01/23,Dairy Products,59,4442
161,21924,14/04/23,Dairy Products,59,4447
162,20552,21/07/23,Meat Products,50,3706
163,20552,06/06/23,Meat Products,50,3704
164,20552,26/10/23,Fruits,50,3707
165,20552,28/12/23,Household and Cleaning Products,50,3708
166,20552,20/08/23,Meat Products,50,3705
167,20552,21/07/23,Non-Alcoholic Beverages,50,3706
168,20552,06/06/23,Fruits,50,3704
169,20552,21/07/23,Alcoholic Beverages,50,3706
170,20552,06/06/23,Non-Alcoholic Beverages,50,3704
171,20552,26/10/23,Fruits,50,3707
172,20552,28/12/23,Fruits,50,3708
173,20552,20/08/23,Miscellaneous,50,3705
174,20552,21/07/23,Pastries,50,3706
175,20552,06/06/23,Dairy Products,50,3704
176,20552,28/12/23,Pastries,50,3708
177,20552,20/08/23,Alcoholic Beverages,50,3705
178,20552,30/10/22,Household and Cleaning Products,50,3709
179,20552,26/10/23,Alcoholic Beverages,50,3707
180,20552,06/06/23,Vegetables,50,3704
181,20552,21/07/23,Pastries,50,3706
182,20552,30/10/22,Non-Alcoholic Beverages,50,3709
183,38395,03/09/23,Meat Products,18,13260
184,38395,09/04/23,Meat Products,18,13261
185,38395,03/09/23,Fruits,18,13260
186,38395,20/03/22,Cooking Ingredients,18,13263
187,38395,18/10/22,Vegetables,18,13262
188,38395,03/09/23,Pastries,18,13260
189,38395,09/04/23,Fruits,18,13261
190,38395,03/09/23,Snacks/Sweets,18,13260
191,38395,20/03/22,Dairy Products,18,13263
192,38395,18/10/22,Vegetables,18,13262
193,38395,03/09/23,Pastries,18,13260
194,39725,21/07/23,Dairy Products,67,14005
195,39725,03/04/23,Meat Products,67,14003
196,39725,21/07/23,Vegetables,67,14005
197,39725,25/04/22,Pastries,67,14006
198,39725,10/02/22,Vegetables,67,14004
199,39725,21/07/23,Non-Alcoholic Beverages,67,14005
200,39725,03/04/23,Vegetables,67,14003
201,39725,21/07/23,Dairy Products,67,14005
202,39725,25/04/22,Foods,67,14006
203,39725,10/02/22,Dairy Products,67,14004
204,39725,21/07/23,Dairy Products,67,14005
205,20286,30/03/23,Non-Alcoholic Beverages,71,3582
206,20286,19/03/23,Fruits,71,3580
207,20286,09/07/23,Pastries,71,3577
208,20286,13/12/23,Dairy Products,71,3578
209,20286,15/05/23,Fruits,71,3579
210,20286,30/03/23,Meat Products,71,3582
211,20286,02/05/22,Vegetables,71,3576
212,20286,23/03/22,Fruits,71,3581
213,20286,13/12/23,Pastries,71,3578
214,20286,30/03/23,Dairy Products,71,3582
215,20286,19/03/23,Vegetables,71,3580
216,20286,09/07/23,Vegetables,71,3577
217,20286,13/12/23,Dairy Products,71,3578
218,20286,15/05/23,Pastries,71,3579
219,20286,30/03/23,Snacks/Sweets,71,3582
220,20286,02/05/22,Household and Cleaning Products,71,3576
221,20286,23/03/22,Pastries,71,3581
222,20286,13/12/23,Household and Cleaning Products,71,3578
223,20286,30/03/23,Non-Alcoholic Beverages,71,3582
224,20391,03/05/23,Vegetables,53,3632
225,20391,03/05/23,Meat Products,53,3632
226,20391,03/05/23,Foods,53,3632
227,20391,03/05/23,Snacks/Sweets,53,3632
228,20391,03/05/23,Pastries,53,3632
229,23520,02/09/23,Snacks/Sweets,44,5280
230,23520,22/11/23,Meat Products,44,5285
231,23520,21/11/23,Household and Cleaning Products,44,5284
232,23520,27/10/23,Snacks/Sweets,44,5286
233,23520,02/09/23,Meat Products,44,5280
234,23520,27/10/23,Meat Products,44,5286
235,23520,05/08/22,Alcoholic Beverages,44,5281
236,23520,13/02/22,Pastries,44,5283
237,23520,21/11/23,Fruits,44,5284
238,23520,02/09/23,Dairy Products,44,5280
239,23520,22/11/23,Dairy Products,44,5285
240,23520,21/11/23,Dairy Products,44,5284
241,23520,27/10/23,Vegetables,44,5286
242,23520,02/09/23,Dairy Products,44,5280
243,23520,27/10/23,Vegetables,44,5286
244,23520,05/08/22,Household and Cleaning Products,44,5281
245,23520,13/02/22,Pastries,44,5283
246,23520,21/11/23,Pastries,44,5284
247,23520,06/05/22,Vegetables,44,5282
248,23520,02/09/23,Vegetables,44,5280
249,23520,06/05/22,Dairy Products,44,5282
250,17164,03/08/23,Alcoholic Beverages,64,1887
251,17164,12/11/23,Meat Products,64,1888
252,17164,03/08/23,Dairy Products,64,1887
253,17164,29/05/22,Snacks/Sweets,64,1889
254,17164,03/08/23,Household and Cleaning Products,64,1887
255,17164,12/11/23,Alcoholic Beverages,64,1888
256,17164,03/08/23,Vegetables,64,1887
257,17164,29/05/22,Alcoholic Beverages,64,1889
258,17164,29/05/22,Alcoholic Beverages,64,1889
259,17164,03/08/23,Snacks/Sweets,64,1887
260,19908,07/07/23,Vegetables,70,3364
261,19908,21/02/23,Non-Alcoholic Beverages,70,3367
262,19908,19/05/23,Cooking Ingredients,70,3366
263,19908,18/10/23,Non-Alcoholic Beverages,70,3365
264,19908,31/07/23,Meat Products,70,3371
265,19908,07/07/23,Fruits,70,3364
266,19908,21/02/23,Meat Products,70,3367
267,19908,22/04/22,Miscellaneous,70,3368
268,19908,02/06/22,Pet-Care Products,70,3363
269,19908,31/01/22,Foods,70,3370
270,19908,07/07/23,Foods,70,3364
271,19908,21/02/23,Meat Products,70,3367
272,19908,19/05/23,Vegetables,70,3366
273,19908,18/10/23,Vegetables,70,3365
274,19908,31/07/23,Dairy Products,70,3371
275,19908,07/07/23,Dairy Products,70,3364
276,19908,21/02/23,Foods,70,3367
277,19908,22/04/22,Dairy Products,70,3368
278,19908,02/06/22,Dairy Products,70,3363
279,19908,31/01/22,Foods,70,3370
280,19908,31/07/23,Snacks/Sweets,70,3371
281,19908,25/08/22,Snacks/Sweets,70,3369
282,19908,07/07/23,Household and Cleaning Products,70,3364
283,19908,21/02/23,Foods,70,3367
284,19908,18/10/23,Dairy Products,70,3365
285,19908,25/08/22,Dairy Products,70,3369
286,26243,08/09/23,Dairy Products,28,6766
287,26243,30/12/23,Meat Products,28,6769
288,26243,22/09/23,Meat Products,28,6767
289,26243,29/01/23,Vegetables,28,6768
290,26243,08/09/23,Meat Products,28,6766
291,26243,05/11/22,Meat Products,28,6764
292,26243,08/02/22,Vegetables,28,6765
293,26243,08/09/23,Dairy Products,28,6766
294,26243,30/12/23,Fruits,28,6769
295,26243,22/09/23,Fruits,28,6767
296,26243,29/01/23,Dairy Products,28,6768
297,26243,08/09/23,Non-Alcoholic Beverages,28,6766
298,26243,05/11/22,Foods,28,6764
299,26243,08/02/22,Foods,28,6765
300,26243,30/12/23,Snacks/Sweets,28,6769
301,26243,08/02/22,Snacks/Sweets,28,6765
302,26243,08/09/23,Pastries,28,6766
303,26642,12/11/23,Dairy Products,76,6966
304,26642,23/12/23,Meat Products,76,6968
305,26642,25/06/23,Dairy Products,76,6969
306,26642,16/07/23,Meat Products,76,6967
307,26642,12/11/23,Non-Alcoholic Beverages,76,6966
308,26642,16/07/23,Dairy Products,76,6967
309,26642,09/05/22,Vegetables,76,6965
310,26642,12/11/23,Meat Products,76,6966
311,26642,23/12/23,Non-Alcoholic Beverages,76,6968
312,26642,25/06/23,Household and Cleaning Products,76,6969
313,26642,16/07/23,Vegetables,76,6967
314,26642,12/11/23,Fruits,76,6966
315,26642,16/07/23,Alcoholic Beverages,76,6967
316,26642,09/05/22,Snacks/Sweets,76,6965
317,26642,12/11/23,Vegetables,76,6966
318,34307,18/09/23,Fruits,64,11048
319,34307,20/09/23,Meat Products,64,11049
320,34307,28/05/23,Meat Products,64,11050
321,34307,18/09/23,Meat Products,64,11048
322,34307,15/11/22,Pastries,64,11047
323,34307,13/12/22,Pastries,64,11046
324,34307,18/09/23,Non-Alcoholic Beverages,64,11048
325,34307,20/09/23,Cooking Ingredients,64,11049
326,34307,28/05/23,Dairy Products,64,11050
327,34307,18/09/23,Dairy Products,64,11048
328,34307,15/11/22,Dairy Products,64,11047
329,34307,13/12/22,Pastries,64,11046
330,34307,28/05/23,Non-Alcoholic Beverages,64,11050
331,34307,18/09/23,Snacks/Sweets,64,11048
332,14189,30/11/23,Fruits,34,318
333,14189,09/11/23,Dairy Products,34,316
334,14189,14/01/23,Dairy Products,34,317
335,14189,30/11/23,Meat Products,34,318
336,14189,30/11/23,Vegetables,34,318
337,14189,09/11/23,Dairy Products,34,316
338,14189,14/01/23,Fruits,34,317
339,14189,30/11/23,Foods,34,318
340,14189,30/11/23,Cooking Ingredients,34,318
341,41405,17/07/23,Non-Alcoholic Beverages,45,14892
342,41405,11/07/23,Alcoholic Beverages,45,14891
343,41405,17/07/23,Meat Products,45,14892
344,41405,17/07/23,Fruits,45,14892
345,41405,11/07/23,Pastries,45,14891
346,41405,17/07/23,Household and Cleaning Products,45,14892
347,41405,17/07/23,Snacks/Sweets,45,14892
348,34965,12/06/23,Dairy Products,69,11354
349,34965,20/10/23,Fruits,69,11356
350,34965,29/08/23,Vegetables,69,11357
351,34965,12/06/23,Meat Products,69,11354
352,34965,03/10/22,Non-Alcoholic Beverages,69,11352
353,34965,16/06/22,Pastries,69,11355
354,34965,10/05/22,Fruits,69,11353
355,34965,12/06/23,Household and Cleaning Products,69,11354
356,34965,20/10/23,Vegetables,69,11356
357,34965,29/08/23,Vegetables,69,11357
358,34965,12/06/23,Snacks/Sweets,69,11354
359,34965,03/10/22,Foods,69,11352
360,34965,16/06/22,Dairy Products,69,11355
361,34965,10/05/22,Snacks/Sweets,69,11353
362,34965,12/06/23,Non-Alcoholic Beverages,69,11354
363,34965,16/06/22,Dairy Products,69,11355
364,31850,13/02/23,Meat Products,58,9730
365,31850,13/02/23,Meat Products,58,9730
366,31850,13/02/23,Foods,58,9730
367,31850,13/02/23,Dairy Products,58,9730
368,31850,21/09/22,Snacks/Sweets,58,9731
369,31850,13/02/23,Pastries,58,9730
370,31850,21/09/22,Snacks/Sweets,58,9731
371,16513,14/01/23,Vegetables,52,1524
372,16513,08/12/23,Dairy Products,52,1523
373,16513,19/06/23,Alcoholic Beverages,52,1525
374,16513,14/01/23,Snacks/Sweets,52,1524
375,16513,25/03/22,Foods,52,1526
376,16513,14/01/23,Cooking Ingredients,52,1524
377,16513,08/12/23,Pastries,52,1523
378,16513,19/06/23,Household and Cleaning Products,52,1525
379,16513,14/01/23,Miscellaneous,52,1524
380,16513,25/03/22,Pet-Care Products,52,1526
381,16513,14/01/23,Cooking Ingredients,52,1524
382,36575,08/03/23,Pastries,36,12262
383,36575,06/06/23,Vegetables,36,12261
384,36575,12/09/23,Vegetables,36,12263
385,36575,08/03/23,Dairy Products,36,12262
386,36575,22/11/22,Meat Products,36,12264
387,36575,08/03/23,Dairy Products,36,12262
388,36575,06/06/23,Fruits,36,12261
389,36575,12/09/23,Miscellaneous,36,12263
390,36575,08/03/23,Dairy Products,36,12262
391,36575,22/11/22,Alcoholic Beverages,36,12264
392,36575,06/06/23,Pastries,36,12261
393,36575,22/11/22,Dairy Products,36,12264
394,36575,08/03/23,Non-Alcoholic Beverages,36,12262
395,40999,27/01/23,Dairy Products,52,14677
396,40999,27/01/23,Pastries,52,14677
397,40999,27/01/23,Non-Alcoholic Beverages,52,14677
398,40999,27/01/23,Cooking Ingredients,52,14677
399,40999,27/01/23,Meat Products,52,14677
400,40054,22/10/23,Meat Products,49,14185
401,40054,10/10/23,Alcoholic Beverages,49,14183
402,40054,21/02/23,Household and Cleaning Products,49,14184
403,40054,27/01/23,Meat Products,49,14187
404,40054,01/06/23,Pastries,49,14181
405,40054,22/10/23,Meat Products,49,14185
406,40054,10/05/22,Vegetables,49,14182
407,40054,25/07/22,Vegetables,49,14186
408,40054,22/10/23,Alcoholic Beverages,49,14185
409,40054,10/10/23,Dairy Products,49,14183
410,40054,21/02/23,Snacks/Sweets,49,14184
411,40054,27/01/23,Dairy Products,49,14187
412,40054,01/06/23,Snacks/Sweets,49,14181
413,40054,22/10/23,Dairy Products,49,14185
414,40054,10/05/22,Foods,49,14182
415,40054,25/07/22,Dairy Products,49,14186
416,40054,01/06/23,Vegetables,49,14181
417,40054,10/05/22,Foods,49,14182
418,40054,22/10/23,Snacks/Sweets,49,14185
419,40054,21/02/23,Non-Alcoholic Beverages,49,14184
420,40054,10/10/23,Household and Cleaning Products,49,14183
421,32536,26/10/23,Vegetables,73,10090
422,32536,08/08/23,Fruits,73,10087
423,32536,08/09/23,Meat Products,73,10088
424,32536,08/08/23,Meat Products,73,10087
425,32536,26/10/23,Fruits,73,10090
426,32536,08/09/23,Meat Products,73,10088
427,32536,01/10/22,Pastries,73,10086
428,32536,12/05/22,Meat Products,73,10089
429,32536,08/08/23,Pastries,73,10087
430,32536,26/10/23,Vegetables,73,10090
431,32536,08/08/23,Vegetables,73,10087
432,32536,08/09/23,Pastries,73,10088
433,32536,08/08/23,Dairy Products,73,10087
434,32536,26/10/23,Meat Products,73,10090
435,32536,08/09/23,Vegetables,73,10088
436,32536,01/10/22,Cooking Ingredients,73,10086
437,32536,12/05/22,Pet-Care Products,73,10089
438,32536,08/08/23,Dairy Products,73,10087
439,32536,08/08/23,Non-Alcoholic Beverages,73,10087
440,32536,26/10/23,Vegetables,73,10090
441,32536,08/08/23,Pastries,73,10087
442,36596,08/10/23,Meat Products,56,12274
443,36596,08/09/23,Dairy Products,56,12273
444,36596,08/10/23,Meat Products,56,12274
445,36596,05/09/22,Vegetables,56,12272
446,36596,08/10/23,Vegetables,56,12274
447,36596,08/09/23,Alcoholic Beverages,56,12273
448,36596,08/10/23,Dairy Products,56,12274
449,36596,05/09/22,Vegetables,56,12272
450,36596,08/10/23,Dairy Products,56,12274
451,17486,03/10/23,Meat Products,75,2031
452,17486,03/10/23,Fruits,75,2031
453,17486,09/08/22,Meat Products,75,2032
454,17486,03/10/23,Household and Cleaning Products,75,2031
455,17486,03/10/23,Pastries,75,2031
456,17486,09/08/22,Vegetables,75,2032
457,17486,03/10/23,Pastries,75,2031
458,26873,11/04/23,Pastries,22,7075
459,26873,11/04/23,Non-Alcoholic Beverages,22,7075
460,26873,23/11/22,Cooking Ingredients,22,7077
461,26873,19/02/22,Meat Products,22,7076
462,26873,05/03/22,Meat Products,22,7074
463,26873,11/04/23,Household and Cleaning Products,22,7075
464,26873,11/04/23,Dairy Products,22,7075
465,26873,23/11/22,Dairy Products,22,7077
466,26873,19/02/22,Dairy Products,22,7076
467,26873,05/03/22,Alcoholic Beverages,22,7074
468,26873,23/11/22,Household and Cleaning Products,22,7077
469,26873,11/04/23,Alcoholic Beverages,22,7075
470,31262,29/09/23,Alcoholic Beverages,56,9398
471,31262,29/09/23,Fruits,56,9398
472,31262,03/11/22,Alcoholic Beverages,56,9396
473,31262,04/09/22,Household and Cleaning Products,56,9397
474,31262,29/09/23,Vegetables,56,9398
475,31262,29/09/23,Snacks/Sweets,56,9398
476,31262,03/11/22,Pastries,56,9396
477,31262,04/09/22,Snacks/Sweets,56,9397
478,31262,03/11/22,Household and Cleaning Products,56,9396
479,31262,03/11/22,Snacks/Sweets,56,9396
480,31262,04/09/22,Dairy Products,56,9397
481,31262,29/09/23,Vegetables,56,9398
482,17038,09/01/23,Vegetables,56,1819
483,17038,09/01/23,Meat Products,56,1819
484,17038,10/11/22,Snacks/Sweets,56,1820
485,17038,08/01/22,Meat Products,56,1818
486,17038,09/01/23,Alcoholic Beverages,56,1819
487,17038,09/01/23,Vegetables,56,1819
488,17038,10/11/22,Alcoholic Beverages,56,1820
489,17038,08/01/22,Vegetables,56,1818
490,17038,09/01/23,Household and Cleaning Products,56,1819
491,31479,03/04/23,Fruits,45,9515
492,31479,25/04/23,Dairy Products,45,9518
493,31479,19/09/23,Meat Products,45,9517
494,31479,03/04/23,Meat Products,45,9515
495,31479,19/09/23,Fruits,45,9517
496,31479,25/04/23,Dairy Products,45,9518
497,31479,03/04/23,Alcoholic Beverages,45,9515
498,31479,25/04/23,Non-Alcoholic Beverages,45,9518
499,31479,19/09/23,Dairy Products,45,9517
500,31479,03/04/23,Pastries,45,9515
501,31479,19/09/23,Vegetables,45,9517
502,31479,25/04/23,Pastries,45,9518
503,31479,09/11/22,Meat Products,45,9516
504,31479,19/09/23,Snacks/Sweets,45,9517
505,31479,03/04/23,Snacks/Sweets,45,9515
506,31479,19/09/23,Snacks/Sweets,45,9517
507,31479,09/11/22,Dairy Products,45,9516
508,28469,20/04/23,Meat Products,62,7935
509,28469,21/07/23,Snacks/Sweets,62,7936
510,28469,30/08/23,Snacks/Sweets,62,7937
511,28469,13/06/23,Dairy Products,62,7934
512,28469,20/04/23,Dairy Products,62,7935
513,28469,13/06/23,Meat Products,62,7934
514,28469,20/04/23,Alcoholic Beverages,62,7935
515,28469,21/07/23,Miscellaneous,62,7936
516,28469,30/08/23,Alcoholic Beverages,62,7937
517,28469,13/06/23,Pastries,62,7934
518,28469,20/04/23,Non-Alcoholic Beverages,62,7935
519,28469,13/06/23,Dairy Products,62,7934
520,28469,13/06/23,Foods,62,7934
521,28469,21/07/23,Non-Alcoholic Beverages,62,7936
522,28469,20/04/23,Snacks/Sweets,62,7935
523,28469,30/08/23,Pastries,62,7937
524,28469,13/06/23,Snacks/Sweets,62,7934
525,19614,04/08/23,Fruits,67,3192
526,19614,11/02/23,Fruits,67,3193
527,19614,04/08/23,Meat Products,67,3192
528,19614,24/11/22,Dairy Products,67,3194
529,19614,01/06/22,Alcoholic Beverages,67,3191
530,19614,04/08/23,Dairy Products,67,3192
531,19614,11/02/23,Alcoholic Beverages,67,3193
532,19614,04/08/23,Dairy Products,67,3192
533,19614,24/11/22,Foods,67,3194
534,19614,01/06/22,Miscellaneous,67,3191
535,19614,01/06/22,Foods,67,3191
536,19614,24/11/22,Miscellaneous,67,3194
537,19614,04/08/23,Dairy Products,67,3192
538,19614,01/06/22,Non-Alcoholic Beverages,67,3191
539,33460,19/07/23,Fruits,74,10592
540,33460,02/04/23,Meat Products,74,10591
541,33460,01/02/23,Meat Products,74,10589
542,33460,19/07/23,Meat Products,74,10592
543,33460,29/07/22,Cooking Ingredients,74,10594
544,33460,27/09/22,Dairy Products,74,10593
545,33460,01/08/22,Dairy Products,74,10590
546,33460,19/07/23,Dairy Products,74,10592
547,33460,02/04/23,Dairy Products,74,10591
548,33460,01/02/23,Vegetables,74,10589
549,33460,19/07/23,Vegetables,74,10592
550,33460,29/07/22,Dairy Products,74,10594
551,33460,27/09/22,Dairy Products,74,10593
552,33460,01/08/22,Pastries,74,10590
553,33460,29/07/22,Miscellaneous,74,10594
554,33460,19/07/23,Foods,74,10592
555,33460,27/09/22,Pastries,74,10593
556,33894,06/10/23,Alcoholic Beverages,56,10818
557,33894,06/02/23,Vegetables,56,10817
558,33894,06/10/23,Fruits,56,10818
559,33894,23/04/22,Pastries,56,10822
560,33894,16/04/22,Dairy Products,56,10820
561,33894,20/02/22,Vegetables,56,10821
562,33894,06/02/23,Household and Cleaning Products,56,10817
563,33894,06/10/23,Pastries,56,10818
564,33894,06/02/23,Snacks/Sweets,56,10817
565,33894,06/10/23,Dairy Products,56,10818
566,33894,23/04/22,Non-Alcoholic Beverages,56,10822
567,33894,16/04/22,Non-Alcoholic Beverages,56,10820
568,33894,20/02/22,Foods,56,10821
569,33894,06/02/23,Dairy Products,56,10817
570,33894,07/04/22,Cooking Ingredients,56,10819
571,33894,06/02/23,Non-Alcoholic Beverages,56,10817
572,33894,06/10/23,Personal Care Products,56,10818
573,33894,06/02/23,Household and Cleaning Products,56,10817
574,33894,07/04/22,Non-Alcoholic Beverages,56,10819
575,25179,16/10/23,Dairy Products,63,6174
576,25179,16/10/23,Alcoholic Beverages,63,6174
577,25179,28/09/22,Vegetables,63,6175
578,25179,16/10/23,Dairy Products,63,6174
579,25179,16/10/23,Pastries,63,6174
580,25179,28/09/22,Pastries,63,6175
581,25179,16/10/23,Dairy Products,63,6174
582,36477,06/06/23,Non-Alcoholic Beverages,69,12206
583,36477,22/03/23,Dairy Products,69,12210
584,36477,06/06/23,Fruits,69,12206
585,36477,15/05/22,Dairy Products,69,12209
586,36477,14/08/22,Non-Alcoholic Beverages,69,12208
587,36477,25/11/22,Household and Cleaning Products,69,12213
588,36477,10/05/22,Foods,69,12207
589,36477,06/05/22,Pet-Care Products,69,12205
