,CustomerID,Date,Product,Age
162,20552,21/07/23,Meat Products,50
163,20552,06/06/23,Meat Products,50
164,20552,26/10/23,Fruits,50
165,20552,28/12/23,Household and Cleaning Products,50
166,20552,20/08/23,Meat Products,50
167,20552,21/07/23,Non-Alcoholic Beverages,50
168,20552,06/06/23,Fruits,50
169,20552,21/07/23,Alcoholic Beverages,50
170,20552,06/06/23,Non-Alcoholic Beverages,50
171,20552,26/10/23,Fruits,50
172,20552,28/12/23,Fruits,50
173,20552,20/08/23,Miscellaneous,50
174,20552,21/07/23,Pastries,50
175,20552,06/06/23,Dairy Products,50
176,20552,28/12/23,Pastries,50
177,20552,20/08/23,Alcoholic Beverages,50
178,20552,30/10/22,Household and Cleaning Products,50
179,20552,26/10/23,Alcoholic Beverages,50
180,20552,06/06/23,Vegetables,50
181,20552,21/07/23,Pastries,50
182,20552,30/10/22,Non-Alcoholic Beverages,50
183,38395,03/09/23,Meat Products,18
184,38395,09/04/23,Meat Products,18
185,38395,03/09/23,Fruits,18
186,38395,20/03/22,Cooking Ingredients,18
187,38395,18/10/22,Vegetables,18
188,38395,03/09/23,Pastries,18
189,38395,09/04/23,Fruits,18
190,38395,03/09/23,Snacks/Sweets,18
191,38395,20/03/22,Dairy Products,18
192,38395,18/10/22,Vegetables,18
193,38395,03/09/23,Pastries,18
194,39725,21/07/23,Dairy Products,67
195,39725,03/04/23,Meat Products,67
196,39725,21/07/23,Vegetables,67
197,39725,25/04/22,Pastries,67
198,39725,10/02/22,Vegetables,67
199,39725,21/07/23,Non-Alcoholic Beverages,67
200,39725,03/04/23,Vegetables,67
201,39725,21/07/23,Dairy Products,67
202,39725,25/04/22,Foods,67
203,39725,10/02/22,Dairy Products,67
204,39725,21/07/23,Dairy Products,67
205,20286,30/03/23,Non-Alcoholic Beverages,71
206,20286,19/03/23,Fruits,71
207,20286,09/07/23,Pastries,71
208,20286,13/12/23,Dairy Products,71
209,20286,15/05/23,Fruits,71
210,20286,30/03/23,Meat Products,71
211,20286,02/05/22,Vegetables,71
212,20286,23/03/22,Fruits,71
213,20286,13/12/23,Pastries,71
214,20286,30/03/23,Dairy Products,71
215,20286,19/03/23,Vegetables,71
216,20286,09/07/23,Vegetables,71
217,20286,13/12/23,Dairy Products,71
218,20286,15/05/23,Pastries,71
219,20286,30/03/23,Snacks/Sweets,71
220,20286,02/05/22,Household and Cleaning Products,71
221,20286,23/03/22,Pastries,71
222,20286,13/12/23,Household and Cleaning Products,71
223,20286,30/03/23,Non-Alcoholic Beverages,71
224,20391,03/05/23,Vegetables,53
225,20391,03/05/23,Meat Products,53
226,20391,03/05/23,Foods,53
227,20391,03/05/23,Snacks/Sweets,53
228,20391,03/05/23,Pastries,53
229,23520,02/09/23,Snacks/Sweets,44
230,23520,22/11/23,Meat Products,44
231,23520,21/11/23,Household and Cleaning Products,44
232,23520,27/10/23,Snacks/Sweets,44
233,23520,02/09/23,Meat Products,44
234,23520,27/10/23,Meat Products,44
235,23520,05/08/22,Alcoholic Beverages,44
236,23520,13/02/22,Pastries,44
237,23520,21/11/23,Fruits,44
238,23520,02/09/23,Dairy Products,44
239,23520,22/11/23,Dairy Products,44
240,23520,21/11/23,Dairy Products,44
241,23520,27/10/23,Vegetables,44
242,23520,02/09/23,Dairy Products,44
243,23520,27/10/23,Vegetables,44
244,23520,05/08/22,Household and Cleaning Products,44
245,23520,13/02/22,Pastries,44
246,23520,21/11/23,Pastries,44
247,23520,06/05/22,Vegetables,44
248,23520,02/09/23,Vegetables,44
249,23520,06/05/22,Dairy Products,44
250,17164,03/08/23,Alcoholic Beverages,64
251,17164,12/11/23,Meat Products,64
252,17164,03/08/23,Dairy Products,64
253,17164,29/05/22,Snacks/Sweets,64
254,17164,03/08/23,Household and Cleaning Products,64
255,17164,12/11/23,Alcoholic Beverages,64
256,17164,03/08/23,Vegetables,64
257,17164,29/05/22,Alcoholic Beverages,64
258,17164,29/05/22,Alcoholic Beverages,64
259,17164,03/08/23,Snacks/Sweets,64
260,19908,07/07/23,Vegetables,70
261,19908,21/02/23,Non-Alcoholic Beverages,70
262,19908,19/05/23,Cooking Ingredients,70
263,19908,18/10/23,Non-Alcoholic Beverages,70
264,19908,31/07/23,Meat Products,70
265,19908,07/07/23,Fruits,70
266,19908,21/02/23,Meat Products,70
267,19908,22/04/22,Miscellaneous,70
268,19908,02/06/22,Pet-Care Products,70
269,19908,31/01/22,Foods,70
270,19908,07/07/23,Foods,70
271,19908,21/02/23,Meat Products,70
272,19908,19/05/23,Vegetables,70
273,19908,18/10/23,Vegetables,70
274,19908,31/07/23,Dairy Products,70
275,19908,07/07/23,Dairy Products,70
276,19908,21/02/23,Foods,70
277,19908,22/04/22,Dairy Products,70
278,19908,02/06/22,Dairy Products,70
279,19908,31/01/22,Foods,70
280,19908,31/07/23,Snacks/Sweets,70
281,19908,25/08/22,Snacks/Sweets,70
282,19908,07/07/23,Household and Cleaning Products,70
283,19908,21/02/23,Foods,70
284,19908,18/10/23,Dairy Products,70
285,19908,25/08/22,Dairy Products,70
286,26243,08/09/23,Dairy Products,28
287,26243,30/12/23,Meat Products,28
288,26243,22/09/23,Meat Products,28
289,26243,29/01/23,Vegetables,28
290,26243,08/09/23,Meat Products,28
291,26243,05/11/22,Meat Products,28
292,26243,08/02/22,Vegetables,28
293,26243,08/09/23,Dairy Products,28
294,26243,30/12/23,Fruits,28
295,26243,22/09/23,Fruits,28
296,26243,29/01/23,Dairy Products,28
297,26243,08/09/23,Non-Alcoholic Beverages,28
298,26243,05/11/22,Foods,28
299,26243,08/02/22,Foods,28
300,26243,30/12/23,Snacks/Sweets,28
301,26243,08/02/22,Snacks/Sweets,28
302,26243,08/09/23,Pastries,28
303,26642,12/11/23,Dairy Products,76
304,26642,23/12/23,Meat Products,76
305,26642,25/06/23,Dairy Products,76
306,26642,16/07/23,Meat Products,76
307,26642,12/11/23,Non-Alcoholic Beverages,76
308,26642,16/07/23,Dairy Products,76
309,26642,09/05/22,Vegetables,76
310,26642,12/11/23,Meat Products,76
311,26642,23/12/23,Non-Alcoholic Beverages,76
312,26642,25/06/23,Household and Cleaning Products,76
313,26642,16/07/23,Vegetables,76
314,26642,12/11/23,Fruits,76
315,26642,16/07/23,Alcoholic Beverages,76
316,26642,09/05/22,Snacks/Sweets,76
317,26642,12/11/23,Vegetables,76
318,34307,18/09/23,Fruits,64
319,34307,20/09/23,Meat Products,64
320,34307,28/05/23,Meat Products,64
321,34307,18/09/23,Meat Products,64
322,34307,15/11/22,Pastries,64
323,34307,13/12/22,Pastries,64
324,34307,18/09/23,Non-Alcoholic Beverages,64
325,34307,20/09/23,Cooking Ingredients,64
326,34307,28/05/23,Dairy Products,64
327,34307,18/09/23,Dairy Products,64
328,34307,15/11/22,Dairy Products,64
329,34307,13/12/22,Pastries,64
330,34307,28/05/23,Non-Alcoholic Beverages,64
331,34307,18/09/23,Snacks/Sweets,64
332,14189,30/11/23,Fruits,34
333,14189,09/11/23,Dairy Products,34
334,14189,14/01/23,Dairy Products,34
335,14189,30/11/23,Meat Products,34
336,14189,30/11/23,Vegetables,34
337,14189,09/11/23,Dairy Products,34
338,14189,14/01/23,Fruits,34
339,14189,30/11/23,Foods,34
340,14189,30/11/23,Cooking Ingredients,34
341,41405,17/07/23,Non-Alcoholic Beverages,45
342,41405,11/07/23,Alcoholic Beverages,45
343,41405,17/07/23,Meat Products,45
344,41405,17/07/23,Fruits,45
345,41405,11/07/23,Pastries,45
346,41405,17/07/23,Household and Cleaning Products,45
347,41405,17/07/23,Snacks/Sweets,45
348,34965,12/06/23,Dairy Products,69
349,34965,20/10/23,Fruits,69
350,34965,29/08/23,Vegetables,69
351,34965,12/06/23,Meat Products,69
352,34965,03/10/22,Non-Alcoholic Beverages,69
353,34965,16/06/22,Pastries,69
354,34965,10/05/22,Fruits,69
355,34965,12/06/23,Household and Cleaning Products,69
356,34965,20/10/23,Vegetables,69
357,34965,29/08/23,Vegetables,69
358,34965,12/06/23,Snacks/Sweets,69
359,34965,03/10/22,Foods,69
360,34965,16/06/22,Dairy Products,69
361,34965,10/05/22,Snacks/Sweets,69
362,34965,12/06/23,Non-Alcoholic Beverages,69
363,34965,16/06/22,Dairy Products,69
364,31850,13/02/23,Meat Products,58
365,31850,13/02/23,Meat Products,58
366,31850,13/02/23,Foods,58
367,31850,13/02/23,Dairy Products,58
368,31850,21/09/22,Snacks/Sweets,58
369,31850,13/02/23,Pastries,58
370,31850,21/09/22,Snacks/Sweets,58
371,16513,14/01/23,Vegetables,52
372,16513,08/12/23,Dairy Products,52
373,16513,19/06/23,Alcoholic Beverages,52
374,16513,14/01/23,Snacks/Sweets,52
375,16513,25/03/22,Foods,52
376,16513,14/01/23,Cooking Ingredients,52
377,16513,08/12/23,Pastries,52
378,16513,19/06/23,Household and Cleaning Products,52
379,16513,14/01/23,Miscellaneous,52
380,16513,25/03/22,Pet-Care Products,52
381,16513,14/01/23,Cooking Ingredients,52
382,36575,08/03/23,Pastries,36
383,36575,06/06/23,Vegetables,36
384,36575,12/09/23,Vegetables,36
385,36575,08/03/23,Dairy Products,36
386,36575,22/11/22,Meat Products,36
387,36575,08/03/23,Dairy Products,36
388,36575,06/06/23,Fruits,36
389,36575,12/09/23,Miscellaneous,36
390,36575,08/03/23,Dairy Products,36
391,36575,22/11/22,Alcoholic Beverages,36
392,36575,06/06/23,Pastries,36
393,36575,22/11/22,Dairy Products,36
394,36575,08/03/23,Non-Alcoholic Beverages,36
395,40999,27/01/23,Dairy Products,52
396,40999,27/01/23,Pastries,52
397,40999,27/01/23,Non-Alcoholic Beverages,52
398,40999,27/01/23,Cooking Ingredients,52
399,40999,27/01/23,Meat Products,52
400,40054,22/10/23,Meat Products,49
401,40054,10/10/23,Alcoholic Beverages,49
402,40054,21/02/23,Household and Cleaning Products,49
403,40054,27/01/23,Meat Products,49
404,40054,01/06/23,Pastries,49
405,40054,22/10/23,Meat Products,49
406,40054,10/05/22,Vegetables,49
407,40054,25/07/22,Vegetables,49
408,40054,22/10/23,Alcoholic Beverages,49
409,40054,10/10/23,Dairy Products,49
410,40054,21/02/23,Snacks/Sweets,49
411,40054,27/01/23,Dairy Products,49
412,40054,01/06/23,Snacks/Sweets,49
413,40054,22/10/23,Dairy Products,49
414,40054,10/05/22,Foods,49
415,40054,25/07/22,Dairy Products,49
416,40054,01/06/23,Vegetables,49
417,40054,10/05/22,Foods,49
418,40054,22/10/23,Snacks/Sweets,49
419,40054,21/02/23,Non-Alcoholic Beverages,49
420,40054,10/10/23,Household and Cleaning Products,49
421,32536,26/10/23,Vegetables,73
422,32536,08/08/23,Fruits,73
423,32536,08/09/23,Meat Products,73
424,32536,08/08/23,Meat Products,73
425,32536,26/10/23,Fruits,73
426,32536,08/09/23,Meat Products,73
427,32536,01/10/22,Pastries,73
428,32536,12/05/22,Meat Products,73
429,32536,08/08/23,Pastries,73
430,32536,26/10/23,Vegetables,73
431,32536,08/08/23,Vegetables,73
432,32536,08/09/23,Pastries,73
433,32536,08/08/23,Dairy Products,73
434,32536,26/10/23,Meat Products,73
435,32536,08/09/23,Vegetables,73
436,32536,01/10/22,Cooking Ingredients,73
437,32536,12/05/22,Pet-Care Products,73
438,32536,08/08/23,Dairy Products,73
439,32536,08/08/23,Non-Alcoholic Beverages,73
440,32536,26/10/23,Vegetables,73
441,32536,08/08/23,Pastries,73
442,36596,08/10/23,Meat Products,56
443,36596,08/09/23,Dairy Products,56
444,36596,08/10/23,Meat Products,56
445,36596,05/09/22,Vegetables,56
446,36596,08/10/23,Vegetables,56
447,36596,08/09/23,Alcoholic Beverages,56
448,36596,08/10/23,Dairy Products,56
449,36596,05/09/22,Vegetables,56
450,36596,08/10/23,Dairy Products,56
451,17486,03/10/23,Meat Products,75
452,17486,03/10/23,Fruits,75
453,17486,09/08/22,Meat Products,75
454,17486,03/10/23,Household and Cleaning Products,75
455,17486,03/10/23,Pastries,75
456,17486,09/08/22,Vegetables,75
457,17486,03/10/23,Pastries,75
458,26873,11/04/23,Pastries,22
459,26873,11/04/23,Non-Alcoholic Beverages,22
460,26873,23/11/22,Cooking Ingredients,22
461,26873,19/02/22,Meat Products,22
462,26873,05/03/22,Meat Products,22
463,26873,11/04/23,Household and Cleaning Products,22
464,26873,11/04/23,Dairy Products,22
465,26873,23/11/22,Dairy Products,22
466,26873,19/02/22,Dairy Products,22
467,26873,05/03/22,Alcoholic Beverages,22
468,26873,23/11/22,Household and Cleaning Products,22
469,26873,11/04/23,Alcoholic Beverages,22
470,31262,29/09/23,Alcoholic Beverages,56
471,31262,29/09/23,Fruits,56
472,31262,03/11/22,Alcoholic Beverages,56
473,31262,04/09/22,Household and Cleaning Products,56
474,31262,29/09/23,Vegetables,56
475,31262,29/09/23,Snacks/Sweets,56
476,31262,03/11/22,Pastries,56
477,31262,04/09/22,Snacks/Sweets,56
478,31262,03/11/22,Household and Cleaning Products,56
479,31262,03/11/22,Snacks/Sweets,56
480,31262,04/09/22,Dairy Products,56
481,31262,29/09/23,Vegetables,56
482,17038,09/01/23,Vegetables,56
483,17038,09/01/23,Meat Products,56
484,17038,10/11/22,Snacks/Sweets,56
485,17038,08/01/22,Meat Products,56
486,17038,09/01/23,Alcoholic Beverages,56
487,17038,09/01/23,Vegetables,56
488,17038,10/11/22,Alcoholic Beverages,56
489,17038,08/01/22,Vegetables,56
490,17038,09/01/23,Household and Cleaning Products,56
491,31479,03/04/23,Fruits,45
492,31479,25/04/23,Dairy Products,45
493,31479,19/09/23,Meat Products,45
494,31479,03/04/23,Meat Products,45
495,31479,19/09/23,Fruits,45
496,31479,25/04/23,Dairy Products,45
497,31479,03/04/23,Alcoholic Beverages,45
498,31479,25/04/23,Non-Alcoholic Beverages,45
499,31479,19/09/23,Dairy Products,45
500,31479,03/04/23,Pastries,45
501,31479,19/09/23,Vegetables,45
502,31479,25/04/23,Pastries,45
503,31479,09/11/22,Meat Products,45
504,31479,19/09/23,Snacks/Sweets,45
505,31479,03/04/23,Snacks/Sweets,45
506,31479,19/09/23,Snacks/Sweets,45
507,31479,09/11/22,Dairy Products,45
508,28469,20/04/23,Meat Products,62
509,28469,21/07/23,Snacks/Sweets,62
510,28469,30/08/23,Snacks/Sweets,62
511,28469,13/06/23,Dairy Products,62
512,28469,20/04/23,Dairy Products,62
513,28469,13/06/23,Meat Products,62
514,28469,20/04/23,Alcoholic Beverages,62
515,28469,21/07/23,Miscellaneous,62
516,28469,30/08/23,Alcoholic Beverages,62
517,28469,13/06/23,Pastries,62
518,28469,20/04/23,Non-Alcoholic Beverages,62
519,28469,13/06/23,Dairy Products,62
520,28469,13/06/23,Foods,62
521,28469,21/07/23,Non-Alcoholic Beverages,62
522,28469,20/04/23,Snacks/Sweets,62
523,28469,30/08/23,Pastries,62
524,28469,13/06/23,Snacks/Sweets,62
525,19614,04/08/23,Fruits,67
526,19614,11/02/23,Fruits,67
527,19614,04/08/23,Meat Products,67
528,19614,24/11/22,Dairy Products,67
529,19614,01/06/22,Alcoholic Beverages,67
530,19614,04/08/23,Dairy Products,67
531,19614,11/02/23,Alcoholic Beverages,67
532,19614,04/08/23,Dairy Products,67
533,19614,24/11/22,Foods,67
534,19614,01/06/22,Miscellaneous,67
535,19614,01/06/22,Foods,67
536,19614,24/11/22,Miscellaneous,67
537,19614,04/08/23,Dairy Products,67
538,19614,01/06/22,Non-Alcoholic Beverages,67
539,33460,19/07/23,Fruits,74
540,33460,02/04/23,Meat Products,74
541,33460,01/02/23,Meat Products,74
542,33460,19/07/23,Meat Products,74
543,33460,29/07/22,Cooking Ingredients,74
544,33460,27/09/22,Dairy Products,74
545,33460,01/08/22,Dairy Products,74
546,33460,19/07/23,Dairy Products,74
547,33460,02/04/23,Dairy Products,74
548,33460,01/02/23,Vegetables,74
549,33460,19/07/23,Vegetables,74
550,33460,29/07/22,Dairy Products,74
551,33460,27/09/22,Dairy Products,74
552,33460,01/08/22,Pastries,74
553,33460,29/07/22,Miscellaneous,74
554,33460,19/07/23,Foods,74
555,33460,27/09/22,Pastries,74
556,33894,06/10/23,Alcoholic Beverages,56
557,33894,06/02/23,Vegetables,56
558,33894,06/10/23,Fruits,56
559,33894,23/04/22,Pastries,56
560,33894,16/04/22,Dairy Products,56
561,33894,20/02/22,Vegetables,56
562,33894,06/02/23,Household and Cleaning Products,56
563,33894,06/10/23,Pastries,56
564,33894,06/02/23,Snacks/Sweets,56
565,33894,06/10/23,Dairy Products,56
566,33894,23/04/22,Non-Alcoholic Beverages,56
567,33894,16/04/22,Non-Alcoholic Beverages,56
568,33894,20/02/22,Foods,56
569,33894,06/02/23,Dairy Products,56
570,33894,07/04/22,Cooking Ingredients,56
571,33894,06/02/23,Non-Alcoholic Beverages,56
572,33894,06/10/23,Personal Care Products,56
573,33894,06/02/23,Household and Cleaning Products,56
574,33894,07/04/22,Non-Alcoholic Beverages,56
575,25179,16/10/23,Dairy Products,63
576,25179,16/10/23,Alcoholic Beverages,63
577,25179,28/09/22,Vegetables,63
578,25179,16/10/23,Dairy Products,63
579,25179,16/10/23,Pastries,63
580,25179,28/09/22,Pastries,63
581,25179,16/10/23,Dairy Products,63
582,36477,06/06/23,Non-Alcoholic Beverages,69
583,36477,22/03/23,Dairy Products,69
584,36477,06/06/23,Fruits,69
585,36477,15/05/22,Dairy Products,69
586,36477,14/08/22,Non-Alcoholic Beverages,69
587,36477,25/11/22,Household and Cleaning Products,69
588,36477,10/05/22,Foods,69
589,36477,06/05/22,Pet-Care Products,69
590,36477,23/06/22,Vegetables,69
591,36477,06/06/23,Fruits,69
592,36477,22/03/23,Dairy Products,69
593,36477,06/06/23,Dairy Products,69
594,36477,15/05/22,Vegetables,69
595,36477,14/08/22,Dairy Products,69
596,36477,25/11/22,Snacks/Sweets,69
597,36477,10/05/22,Non-Alcoholic Beverages,69
598,36477,06/05/22,Dairy Products,69
599,36477,23/06/22,Dairy Products,69
600,36477,06/05/22,Dairy Products,69
601,36477,22/07/22,Pastries,69
602,36477,25/11/22,Vegetables,69
603,36477,15/05/22,Non-Alcoholic Beverages,69
604,36477,14/08/22,Pastries,69
605,36477,15/05/22,Meat Products,69
606,36477,14/08/22,Foods,69
607,36477,06/06/23,Pet-Care Products,69
608,36477,22/07/22,Vegetables,69
609,14413,26/09/23,Pastries,60
610,14413,08/06/23,Meat Products,60
611,14413,14/07/23,Fruits,60
612,14413,14/01/23,Non-Alcoholic Beverages,60
613,14413,11/06/23,Vegetables,60
614,14413,26/09/23,Dairy Products,60
615,14413,14/01/23,Dairy Products,60
616,14413,21/08/22,Fruits,60
617,14413,26/09/23,Foods,60
618,14413,08/06/23,Vegetables,60
619,14413,14/07/23,Pastries,60
620,14413,14/01/23,Miscellaneous,60
621,14413,11/06/23,Alcoholic Beverages,60
622,14413,26/09/23,Fruits,60
623,14413,14/01/23,Pastries,60
624,14413,21/08/22,Cooking Ingredients,60
625,14413,26/09/23,Snacks/Sweets,60
626,25305,15/08/23,Pastries,70
627,25305,07/04/23,Meat Products,70
628,25305,07/11/23,Dairy Products,70
629,25305,15/08/23,Meat Products,70
630,25305,10/01/22,Vegetables,70
631,25305,06/10/22,Fruits,70
632,25305,15/08/23,Snacks/Sweets,70
633,25305,07/04/23,Miscellaneous,70
634,25305,07/11/23,Non-Alcoholic Beverages,70
635,25305,15/08/23,Alcoholic Beverages,70
636,25305,10/01/22,Snacks/Sweets,70
637,25305,06/10/22,Non-Alcoholic Beverages,70
638,25305,15/08/23,Cooking Ingredients,70
639,25305,07/04/23,Alcoholic Beverages,70
640,18452,21/05/23,Alcoholic Beverages,22
641,18452,23/02/23,Fruits,22
642,18452,29/05/23,Vegetables,22
643,18452,17/11/23,Household and Cleaning Products,22
644,18452,21/05/23,Pastries,22
645,18452,22/01/22,Meat Products,22
646,18452,15/06/22,Fruits,22
647,18452,21/05/23,Vegetables,22
648,18452,23/02/23,Vegetables,22
649,18452,29/05/23,Household and Cleaning Products,22
650,18452,17/11/23,Non-Alcoholic Beverages,22
651,18452,21/05/23,Alcoholic Beverages,22
652,18452,22/01/22,Dairy Products,22
653,18452,15/06/22,Vegetables,22
654,18452,21/05/23,Dairy Products,22
655,24122,25/08/23,Vegetables,68
656,24122,05/01/23,Alcoholic Beverages,68
657,24122,30/12/23,Meat Products,68
658,24122,25/08/23,Meat Products,68
659,24122,15/05/22,Pastries,68
660,24122,25/08/23,Non-Alcoholic Beverages,68
661,24122,05/01/23,Non-Alcoholic Beverages,68
662,24122,30/12/23,Non-Alcoholic Beverages,68
663,24122,25/08/23,Non-Alcoholic Beverages,68
664,24122,15/05/22,Pastries,68
665,24122,05/01/23,Pastries,68
666,24122,15/05/22,Alcoholic Beverages,68
667,24122,25/08/23,Pastries,68
668,38913,11/03/23,Meat Products,79
669,38913,11/03/23,Dairy Products,79
670,38913,16/03/22,Vegetables,79
671,38913,23/06/22,Fruits,79
672,38913,11/03/23,Vegetables,79
673,38913,11/03/23,Pastries,79
674,38913,16/03/22,Household and Cleaning Products,79
